Point No.	Frequency Set (GHz)	THz Photocurrent (nA)	Frequency Act (GHz)	Amplitude (via StrMod)	Phase (via StrMod)	Frequency Fit	Timestamp (s)
356	200.000	0.031	199.996	2.894	3.529	1.328	1783014021.204
357	200.000	-0.037	200.001	3.656	2.567	1.328	1783014021.457
358	200.000	-0.010	200.001	1.957	2.094	1.328	1783014021.722
359	200.000	0.013	200.005	2.418	6.000	1.328	1783014021.974
360	200.000	-0.039	200.000	3.209	5.646	1.328	1783014022.274
361	200.000	-0.074	199.997	2.574	4.460	1.328	1783014022.496
362	200.000	0.036	200.001	3.022	3.297	1.328	1783014022.757
363	200.000	-0.018	199.998	3.385	2.374	1.328	1783014023.019
364	200.000	-0.009	200.000	1.012	1.462	1.328	1783014023.283
365	200.000	-0.044	200.002	3.079	5.946	1.328	1783014023.535
366	200.000	-0.035	199.994	2.784	5.614	1.328	1783014023.776
367	200.000	0.011	200.000	2.625	4.227	1.328	1783014024.033
368	200.000	0.006	200.000	3.065	3.181	1.328	1783014024.252
369	200.000	-0.033	200.000	3.338	2.482	1.328	1783014024.521
370	200.000	0.012	199.996	0.779	1.205	1.328	1783014024.771
371	200.000	0.008	200.001	3.048	5.920	1.328	1783014025.045
372	200.000	-0.011	199.999	2.751	5.317	1.328	1783014025.272
373	200.000	0.008	200.006	2.714	4.181	1.328	1783014025.537
374	200.000	-0.021	199.999	3.308	3.085	1.328	1783014025.762
375	200.000	-0.027	199.997	3.364	2.325	1.328	1783014026.006
376	200.000	0.009	199.999	0.901	0.765	1.328	1783014026.278
377	200.000	0.034	199.998	3.250	5.966	1.328	1783014026.504
378	200.000	0.011	200.000	2.896	5.418	1.328	1783014026.779
379	200.000	0.019	200.004	2.918	4.167	1.328	1783014027.008
380	200.000	0.001	199.999	3.233	3.059	1.328	1783014027.281
381	200.000	0.031	199.998	3.202	2.342	1.328	1783014027.504
382	200.000	0.032	200.001	0.909	0.648	1.328	1783014027.755
383	200.000	0.027	199.997	3.123	5.921	1.328	1783014028.020
384	200.000	-0.027	199.998	2.661	5.461	1.328	1783014028.281
385	200.000	0.047	200.001	2.917	4.027	1.328	1783014028.531
386	200.000	0.023	199.999	3.223	3.001	1.328	1783014028.754
387	200.000	0.013	199.998	2.938	2.308	1.328	1783014029.016
388	200.000	-0.012	199.999	1.085	0.522	1.328	1783014029.262
389	200.000	-0.049	200.000	3.291	5.964	1.328	1783014029.533
390	200.000	-0.036	200.000	2.484	5.263	1.328	1783014029.767
391	200.000	-0.008	200.002	2.936	4.027	1.328	1783014029.996
392	200.000	0.042	200.003	3.278	2.856	1.328	1783014030.271
393	200.000	-0.004	199.997	2.965	2.249	1.328	1783014030.505
394	200.000	-0.024	200.003	1.209	0.222	1.328	1783014030.770
395	200.000	0.013	200.002	3.360	5.907	1.328	1783014030.998
396	200.000	-0.007	200.000	2.546	5.280	1.328	1783014031.265
397	200.000	-0.019	200.001	2.978	3.922	1.328	1783014031.525
398	200.000	-0.037	200.002	3.440	2.888	1.328	1783014031.770
399	200.000	0.006	200.000	2.622	2.222	1.328	1783014032.020
400	200.000	-0.003	199.999	1.181	0.171	1.328	1783014032.248
401	200.000	-0.050	200.002	3.322	5.886	1.328	1783014032.521
402	200.000	0.067	200.000	2.725	5.118	1.328	1783014032.752
403	200.000	-0.014	199.997	2.884	3.959	1.328	1783014033.017
404	200.000	-0.005	200.001	3.331	2.703	1.328	1783014033.267
405	200.000	-0.031	199.999	2.565	2.191	1.328	1783014033.533
406	200.000	0.038	200.001	1.631	6.126	1.328	1783014033.789
407	200.000	-0.043	200.001	3.324	5.790	1.328	1783014034.021
