Point No.	Frequency Set (GHz)	THz Photocurrent (nA)	Frequency Act (GHz)	Amplitude (via StrMod)	Phase (via StrMod)	Frequency Fit	Timestamp (s)	Timestamp (s)	Timestamp (s)	Timestamp (s)	Timestamp (s)	Timestamp (s)
201	300.000	-0.015	299.999	0.397	1.061	1.991	1771525006.639	1771525006.639	1771525006.639	1771525006.639	1771525006.639	1771525006.639
202	300.000	0.018	300.001	0.742	3.712	1.991	1771525006.889	1771525006.889	1771525006.889	1771525006.889	1771525006.889	1771525006.889
203	300.000	0.067	300.002	0.458	1.173	1.991	1771525007.119	1771525007.119	1771525007.119	1771525007.119	1771525007.119	1771525007.119
204	300.000	0.055	300.001	0.824	3.694	1.991	1771525007.374	1771525007.374	1771525007.374	1771525007.374	1771525007.374	1771525007.374
205	300.000	-0.023	299.997	0.374	1.013	1.991	1771525007.620	1771525007.620	1771525007.620	1771525007.620	1771525007.620	1771525007.620
206	300.000	-0.011	299.998	0.823	3.537	1.991	1771525007.796	1771525007.796	1771525007.796	1771525007.796	1771525007.796	1771525007.796
207	300.000	-0.009	300.001	0.429	0.050	1.991	1771525007.982	1771525007.982	1771525007.982	1771525007.982	1771525007.982	1771525007.982
208	300.000	0.005	300.000	0.493	2.530	1.991	1771525008.234	1771525008.234	1771525008.234	1771525008.234	1771525008.234	1771525008.234
209	300.000	0.003	300.001	0.595	4.460	1.991	1771525008.447	1771525008.447	1771525008.447	1771525008.447	1771525008.447	1771525008.447
210	300.000	-0.015	300.002	0.527	1.828	1.991	1771525008.681	1771525008.681	1771525008.681	1771525008.681	1771525008.681	1771525008.681
211	300.000	-0.044	300.002	0.728	4.134	1.991	1771525008.844	1771525008.844	1771525008.844	1771525008.844	1771525008.844	1771525008.844
212	300.000	-0.037	300.001	0.615	0.612	1.991	1771525009.050	1771525009.050	1771525009.050	1771525009.050	1771525009.050	1771525009.050
213	300.000	-0.048	299.998	0.709	3.422	1.991	1771525009.317	1771525009.317	1771525009.317	1771525009.317	1771525009.317	1771525009.317
214	300.000	0.044	299.999	0.435	0.469	1.991	1771525009.548	1771525009.548	1771525009.548	1771525009.548	1771525009.548	1771525009.548
215	300.000	-0.015	300.000	0.645	3.337	1.991	1771525009.791	1771525009.791	1771525009.791	1771525009.791	1771525009.791	1771525009.791
216	300.000	0.004	300.000	0.347	6.241	1.991	1771525010.001	1771525010.001	1771525010.001	1771525010.001	1771525010.001	1771525010.001
217	300.000	-0.009	300.000	0.501	2.935	1.991	1771525010.263	1771525010.263	1771525010.263	1771525010.263	1771525010.263	1771525010.263
218	300.000	0.029	299.999	0.286	0.303	1.991	1771525010.536	1771525010.536	1771525010.536	1771525010.536	1771525010.536	1771525010.536
219	300.000	0.002	299.999	0.567	3.031	1.991	1771525010.768	1771525010.768	1771525010.768	1771525010.768	1771525010.768	1771525010.768
220	300.000	0.016	300.000	0.340	5.761	1.991	1771525011.013	1771525011.013	1771525011.013	1771525011.013	1771525011.013	1771525011.013
221	300.000	-0.023	300.001	0.537	2.795	1.991	1771525011.217	1771525011.217	1771525011.217	1771525011.217	1771525011.217	1771525011.217
222	300.000	-0.009	300.002	0.266	5.168	1.991	1771525011.450	1771525011.450	1771525011.450	1771525011.450	1771525011.450	1771525011.450
223	300.000	-0.017	300.003	0.495	1.637	1.991	1771525011.623	1771525011.623	1771525011.623	1771525011.623	1771525011.623	1771525011.623
224	300.000	-0.053	299.998	0.940	3.613	1.991	1771525011.834	1771525011.834	1771525011.834	1771525011.834	1771525011.834	1771525011.834
225	300.000	0.029	300.001	0.299	6.058	1.991	1771525012.080	1771525012.080	1771525012.080	1771525012.080	1771525012.080	1771525012.080
226	300.000	-0.006	299.999	0.627	3.521	1.991	1771525012.347	1771525012.347	1771525012.347	1771525012.347	1771525012.347	1771525012.347
227	300.000	-0.042	299.998	0.480	0.656	1.991	1771525012.590	1771525012.590	1771525012.590	1771525012.590	1771525012.590	1771525012.590
228	300.000	-0.017	299.998	0.855	3.596	1.991	1771525012.826	1771525012.826	1771525012.826	1771525012.826	1771525012.826	1771525012.826
229	300.000	-0.039	300.001	0.482	0.741	1.991	1771525013.051	1771525013.051	1771525013.051	1771525013.051	1771525013.051	1771525013.051
230	300.000	-0.017	300.003	0.777	3.447	1.991	1771525013.260	1771525013.260	1771525013.260	1771525013.260	1771525013.260	1771525013.260
231	300.000	0.018	300.002	0.351	5.860	1.991	1771525013.493	1771525013.493	1771525013.493	1771525013.493	1771525013.493	1771525013.493
232	300.000	-0.019	300.000	0.646	2.395	1.991	1771525013.695	1771525013.695	1771525013.695	1771525013.695	1771525013.695	1771525013.695
233	300.000	0.051	300.006	0.405	5.105	1.991	1771525013.954	1771525013.954	1771525013.954	1771525013.954	1771525013.954	1771525013.954
234	300.000	0.081	300.001	0.575	2.476	1.991	1771525014.218	1771525014.218	1771525014.218	1771525014.218	1771525014.218	1771525014.218
235	300.000	0.005	300.000	0.258	5.512	1.991	1771525014.463	1771525014.463	1771525014.463	1771525014.463	1771525014.463	1771525014.463
236	300.000	0.062	300.002	0.538	2.418	1.991	1771525014.686	1771525014.686	1771525014.686	1771525014.686	1771525014.686	1771525014.686
237	300.000	0.059	299.998	0.512	4.557	1.991	1771525014.882	1771525014.882	1771525014.882	1771525014.882	1771525014.882	1771525014.882
238	300.000	-0.009	300.002	0.447	1.097	1.991	1771525015.089	1771525015.089	1771525015.089	1771525015.089	1771525015.089	1771525015.089
239	300.000	0.027	300.004	0.758	3.694	1.991	1771525015.302	1771525015.302	1771525015.302	1771525015.302	1771525015.302	1771525015.302
240	300.000	0.024	300.003	0.307	0.246	1.991	1771525015.503	1771525015.503	1771525015.503	1771525015.503	1771525015.503	1771525015.503
241	300.000	0.014	300.001	0.670	3.315	1.991	1771525015.784	1771525015.784	1771525015.784	1771525015.784	1771525015.784	1771525015.784
242	300.000	-0.039	300.001	0.407	0.098	1.991	1771525015.995	1771525015.995	1771525015.995	1771525015.995	1771525015.995	1771525015.995
243	300.000	0.021	300.002	0.448	2.761	1.991	1771525016.170	1771525016.170	1771525016.170	1771525016.170	1771525016.170	1771525016.170
244	300.000	0.000	299.999	0.348	4.441	1.991	1771525016.379	1771525016.379	1771525016.379	1771525016.379	1771525016.379	1771525016.379
245	300.000	-0.003	299.997	0.432	1.646	1.991	1771525016.641	1771525016.641	1771525016.641	1771525016.641	1771525016.641	1771525016.641
246	300.000	-0.045	300.002	0.539	4.167	1.991	1771525016.882	1771525016.882	1771525016.882	1771525016.882	1771525016.882	1771525016.882
247	300.000	-0.050	299.999	0.438	1.519	1.991	1771525017.133	1771525017.133	1771525017.133	1771525017.133	1771525017.133	1771525017.133
248	300.000	0.104	300.002	0.374	4.202	1.991	1771525017.392	1771525017.392	1771525017.392	1771525017.392	1771525017.392	1771525017.392
249	300.000	0.002	300.002	0.377	1.442	1.991	1771525017.601	1771525017.601	1771525017.601	1771525017.601	1771525017.601	1771525017.601
250	300.000	-0.047	299.999	0.763	3.793	1.991	1771525017.820	1771525017.820	1771525017.820	1771525017.820	1771525017.820	1771525017.820
251	300.000	-0.073	300.002	0.515	0.670	1.991	1771525018.002	1771525018.002	1771525018.002	1771525018.002	1771525018.002	1771525018.002
252	300.000	-0.006	299.999	0.643	3.264	1.991	1771525018.192	1771525018.192	1771525018.192	1771525018.192	1771525018.192	1771525018.192
253	300.000	0.001	300.001	0.324	5.283	1.991	1771525018.403	1771525018.403	1771525018.403	1771525018.403	1771525018.403	1771525018.403
254	300.000	-0.018	300.002	0.493	1.707	1.991	1771525018.603	1771525018.603	1771525018.603	1771525018.603	1771525018.603	1771525018.603
255	300.000	0.015	300.001	0.707	3.931	1.991	1771525018.820	1771525018.820	1771525018.821	1771525018.821	1771525018.821	1771525018.821
256	300.000	0.015	299.999	0.501	1.276	1.991	1771525019.095	1771525019.095	1771525019.095	1771525019.095	1771525019.095	1771525019.095
257	300.000	0.010	299.998	0.742	3.861	1.991	1771525019.315	1771525019.315	1771525019.315	1771525019.315	1771525019.315	1771525019.315
258	300.000	-0.004	300.000	0.478	0.985	1.991	1771525019.576	1771525019.576	1771525019.576	1771525019.576	1771525019.576	1771525019.576
259	300.000	-0.010	299.999	0.655	3.821	1.991	1771525019.829	1771525019.829	1771525019.829	1771525019.829	1771525019.829	1771525019.829
260	300.000	0.014	300.000	0.442	1.339	1.991	1771525020.072	1771525020.072	1771525020.072	1771525020.072	1771525020.072	1771525020.072
261	300.000	0.042	300.000	0.822	3.822	1.991	1771525020.318	1771525020.318	1771525020.318	1771525020.318	1771525020.318	1771525020.318
262	300.000	0.032	300.000	0.426	1.209	1.991	1771525020.586	1771525020.586	1771525020.586	1771525020.586	1771525020.586	1771525020.586
263	300.000	0.038	299.999	0.909	4.029	1.991	1771525020.817	1771525020.817	1771525020.817	1771525020.817	1771525020.817	1771525020.817
264	300.000	0.001	299.999	0.600	1.126	1.991	1771525021.056	1771525021.056	1771525021.056	1771525021.056	1771525021.056	1771525021.056
265	300.000	0.051	299.999	0.673	3.846	1.991	1771525021.336	1771525021.336	1771525021.336	1771525021.336	1771525021.336	1771525021.336
266	300.000	0.074	299.999	0.501	1.452	1.991	1771525021.575	1771525021.575	1771525021.575	1771525021.575	1771525021.575	1771525021.575
267	300.000	-0.000	299.999	0.634	3.986	1.991	1771525021.833	1771525021.833	1771525021.833	1771525021.833	1771525021.833	1771525021.833
268	300.000	0.047	300.001	0.449	1.261	1.991	1771525022.079	1771525022.079	1771525022.079	1771525022.079	1771525022.079	1771525022.079
269	300.000	0.064	300.001	0.784	3.891	1.991	1771525022.348	1771525022.348	1771525022.348	1771525022.348	1771525022.348	1771525022.348
270	300.000	-0.002	300.005	0.392	1.701	1.991	1771525022.595	1771525022.595	1771525022.595	1771525022.595	1771525022.595	1771525022.595
271	300.000	-0.002	300.000	0.520	4.193	1.991	1771525022.821	1771525022.821	1771525022.821	1771525022.821	1771525022.821	1771525022.821
272	300.000	-0.003	300.002	0.558	0.925	1.991	1771525023.019	1771525023.019	1771525023.019	1771525023.019	1771525023.019	1771525023.019
273	300.000	-0.022	300.002	0.891	3.640	1.991	1771525023.277	1771525023.277	1771525023.277	1771525023.277	1771525023.277	1771525023.277
274	300.000	0.044	300.000	0.494	0.923	1.991	1771525023.514	1771525023.514	1771525023.514	1771525023.514	1771525023.514	1771525023.514
275	300.000	0.025	300.000	0.786	3.652	1.991	1771525023.742	1771525023.742	1771525023.742	1771525023.742	1771525023.742	1771525023.742
276	300.000	0.058	299.998	0.423	0.432	1.991	1771525023.940	1771525023.940	1771525023.940	1771525023.940	1771525023.940	1771525023.940
277	300.000	-0.015	299.999	0.564	2.518	1.991	1771525024.151	1771525024.152	1771525024.152	1771525024.152	1771525024.152	1771525024.152
278	300.000	-0.034	300.000	0.340	5.785	1.991	1771525024.361	1771525024.361	1771525024.361	1771525024.361	1771525024.361	1771525024.361
279	300.000	-0.062	300.005	0.482	1.775	1.991	1771525024.575	1771525024.575	1771525024.575	1771525024.575	1771525024.575	1771525024.575
280	300.000	0.045	299.997	0.643	3.883	1.991	1771525024.806	1771525024.806	1771525024.806	1771525024.806	1771525024.806	1771525024.806
281	300.000	-0.027	300.001	0.689	1.125	1.991	1771525025.019	1771525025.019	1771525025.019	1771525025.019	1771525025.019	1771525025.019
282	300.000	0.044	300.000	0.786	3.658	1.991	1771525025.250	1771525025.250	1771525025.250	1771525025.250	1771525025.250	1771525025.250
283	300.000	0.055	299.998	0.473	0.399	1.991	1771525025.428	1771525025.428	1771525025.428	1771525025.428	1771525025.428	1771525025.428
284	300.000	0.030	300.001	0.647	3.066	1.991	1771525025.658	1771525025.658	1771525025.658	1771525025.658	1771525025.658	1771525025.658
285	300.000	-0.037	300.007	0.304	5.236	1.991	1771525025.888	1771525025.888	1771525025.888	1771525025.888	1771525025.888	1771525025.888
286	300.000	0.018	299.997	0.476	2.568	1.991	1771525026.116	1771525026.116	1771525026.116	1771525026.116	1771525026.116	1771525026.116
287	300.000	-0.016	300.000	0.275	4.741	1.991	1771525026.315	1771525026.315	1771525026.315	1771525026.315	1771525026.315	1771525026.315
288	300.000	-0.044	299.999	0.515	1.400	1.991	1771525026.497	1771525026.497	1771525026.497	1771525026.497	1771525026.497	1771525026.497
289	300.000	-0.049	300.001	0.697	3.523	1.991	1771525026.726	1771525026.726	1771525026.726	1771525026.726	1771525026.726	1771525026.726
290	300.000	-0.005	299.999	0.350	0.520	1.991	1771525026.929	1771525026.929	1771525026.929	1771525026.929	1771525026.929	1771525026.929
291	300.000	0.086	299.999	0.634	3.108	1.991	1771525027.176	1771525027.176	1771525027.176	1771525027.176	1771525027.176	1771525027.176
292	300.000	-0.027	299.999	0.394	0.062	1.991	1771525027.425	1771525027.425	1771525027.425	1771525027.425	1771525027.425	1771525027.425
293	300.000	0.011	299.997	0.711	3.418	1.991	1771525027.667	1771525027.667	1771525027.667	1771525027.667	1771525027.667	1771525027.667
294	300.000	0.022	300.000	0.280	0.042	1.991	1771525027.908	1771525027.908	1771525027.908	1771525027.908	1771525027.908	1771525027.908
295	300.000	-0.053	300.001	0.604	2.861	1.991	1771525028.171	1771525028.171	1771525028.171	1771525028.171	1771525028.171	1771525028.171
296	300.000	-0.047	300.000	0.370	0.496	1.991	1771525028.411	1771525028.411	1771525028.411	1771525028.411	1771525028.411	1771525028.411
297	300.000	-0.032	300.000	0.680	3.262	1.991	1771525028.683	1771525028.683	1771525028.683	1771525028.683	1771525028.683	1771525028.683
298	300.000	-0.026	299.998	0.341	0.597	1.991	1771525028.933	1771525028.933	1771525028.933	1771525028.933	1771525028.933	1771525028.933
299	300.000	-0.036	300.003	0.541	3.204	1.991	1771525029.178	1771525029.178	1771525029.178	1771525029.178	1771525029.178	1771525029.178
300	300.000	0.035	300.001	0.291	0.044	1.991	1771525029.417	1771525029.417	1771525029.417	1771525029.417	1771525029.417	1771525029.417
301	300.000	-0.076	299.999	0.632	3.340	1.991	1771525029.645	1771525029.645	1771525029.645	1771525029.645	1771525029.645	1771525029.645
302	300.000	0.013	299.995	0.229	6.032	1.991	1771525029.934	1771525029.934	1771525029.934	1771525029.934	1771525029.934	1771525029.934
303	300.000	0.030	300.001	0.631	3.292	1.991	1771525030.192	1771525030.192	1771525030.192	1771525030.192	1771525030.192	1771525030.192
304	300.000	0.007	299.998	0.369	0.256	1.991	1771525030.398	1771525030.398	1771525030.398	1771525030.398	1771525030.398	1771525030.398
305	300.000	0.001	300.001	0.583	2.894	1.991	1771525030.598	1771525030.598	1771525030.598	1771525030.598	1771525030.598	1771525030.598
306	300.000	-0.027	300.001	0.247	5.092	1.991	1771525030.851	1771525030.851	1771525030.851	1771525030.851	1771525030.851	1771525030.851
307	300.000	0.072	300.004	0.487	2.599	1.991	1771525031.119	1771525031.119	1771525031.119	1771525031.119	1771525031.119	1771525031.119
308	300.000	-0.039	300.000	0.223	5.102	1.991	1771525031.373	1771525031.373	1771525031.373	1771525031.373	1771525031.373	1771525031.373
309	300.000	0.033	299.999	0.670	2.755	1.991	1771525031.609	1771525031.609	1771525031.609	1771525031.609	1771525031.609	1771525031.609
310	300.000	0.041	300.000	0.481	4.455	1.991	1771525031.792	1771525031.792	1771525031.792	1771525031.792	1771525031.792	1771525031.792
311	300.000	-0.008	299.999	0.399	1.679	1.991	1771525032.025	1771525032.025	1771525032.025	1771525032.025	1771525032.025	1771525032.025
312	300.000	0.077	300.001	0.862	4.000	1.991	1771525032.230	1771525032.230	1771525032.230	1771525032.230	1771525032.230	1771525032.230
313	300.000	0.016	300.003	0.544	1.112	1.991	1771525032.501	1771525032.501	1771525032.501	1771525032.501	1771525032.501	1771525032.501
314	300.000	-0.031	299.998	0.775	3.896	1.991	1771525032.740	1771525032.740	1771525032.740	1771525032.740	1771525032.740	1771525032.740
315	300.000	-0.062	299.995	0.563	0.920	1.991	1771525032.950	1771525032.950	1771525032.950	1771525032.950	1771525032.950	1771525032.950
316	300.000	0.009	299.997	0.702	3.260	1.991	1771525033.139	1771525033.139	1771525033.139	1771525033.139	1771525033.139	1771525033.139
317	300.000	0.045	300.000	0.210	5.866	1.991	1771525033.371	1771525033.371	1771525033.371	1771525033.371	1771525033.371	1771525033.371
318	300.000	0.030	299.998	0.633	3.283	1.991	1771525033.627	1771525033.627	1771525033.627	1771525033.627	1771525033.627	1771525033.627
319	300.000	0.006	300.001	0.248	6.144	1.991	1771525033.879	1771525033.879	1771525033.879	1771525033.879	1771525033.879	1771525033.879
320	300.000	-0.002	300.002	0.606	3.021	1.991	1771525034.139	1771525034.139	1771525034.139	1771525034.139	1771525034.139	1771525034.139
321	300.000	-0.029	300.001	0.277	6.251	1.991	1771525034.391	1771525034.391	1771525034.391	1771525034.391	1771525034.391	1771525034.391
322	300.000	0.020	299.998	0.643	3.180	1.991	1771525034.637	1771525034.637	1771525034.637	1771525034.637	1771525034.637	1771525034.637
323	300.000	-0.018	300.002	0.257	0.148	1.991	1771525034.867	1771525034.867	1771525034.867	1771525034.867	1771525034.867	1771525034.867
324	300.000	-0.051	300.001	0.695	2.748	1.991	1771525035.085	1771525035.085	1771525035.085	1771525035.085	1771525035.085	1771525035.085
325	300.000	0.095	299.998	0.344	4.770	1.991	1771525035.342	1771525035.342	1771525035.342	1771525035.342	1771525035.342	1771525035.342
326	300.000	0.057	300.007	0.469	2.664	1.991	1771525035.552	1771525035.552	1771525035.552	1771525035.552	1771525035.552	1771525035.552
327	300.000	0.006	299.998	0.528	4.165	1.991	1771525035.759	1771525035.759	1771525035.759	1771525035.759	1771525035.759	1771525035.759
328	300.000	-0.033	300.002	0.427	1.487	1.991	1771525035.967	1771525035.967	1771525035.967	1771525035.967	1771525035.967	1771525035.967
329	300.000	0.024	300.001	0.661	3.777	1.991	1771525036.235	1771525036.235	1771525036.235	1771525036.235	1771525036.235	1771525036.235
330	300.000	0.059	299.999	0.574	0.957	1.991	1771525036.438	1771525036.438	1771525036.438	1771525036.438	1771525036.438	1771525036.438
331	300.000	0.040	300.004	0.887	3.672	1.991	1771525036.649	1771525036.649	1771525036.649	1771525036.649	1771525036.649	1771525036.649
332	300.000	-0.063	299.996	0.331	0.858	1.991	1771525036.910	1771525036.910	1771525036.910	1771525036.910	1771525036.910	1771525036.910
333	300.000	-0.030	299.999	0.743	3.395	1.991	1771525037.154	1771525037.154	1771525037.154	1771525037.154	1771525037.154	1771525037.154
334	300.000	-0.015	299.998	0.331	0.581	1.991	1771525037.415	1771525037.415	1771525037.415	1771525037.415	1771525037.415	1771525037.415
335	300.000	0.025	300.006	0.709	3.492	1.991	1771525037.646	1771525037.646	1771525037.646	1771525037.646	1771525037.646	1771525037.646
336	300.000	0.018	300.002	0.391	6.139	1.991	1771525037.833	1771525037.833	1771525037.833	1771525037.833	1771525037.833	1771525037.833
337	300.000	-0.026	300.002	0.636	2.324	1.991	1771525038.054	1771525038.054	1771525038.054	1771525038.054	1771525038.054	1771525038.054
338	300.000	0.009	299.999	0.345	4.401	1.991	1771525038.273	1771525038.273	1771525038.273	1771525038.273	1771525038.273	1771525038.273
339	300.000	-0.006	300.000	0.485	1.962	1.991	1771525038.508	1771525038.508	1771525038.508	1771525038.508	1771525038.508	1771525038.508
340	300.000	-0.006	300.001	0.587	4.071	1.991	1771525038.709	1771525038.709	1771525038.709	1771525038.709	1771525038.709	1771525038.709
341	300.000	0.001	300.001	0.430	1.331	1.991	1771525038.975	1771525038.975	1771525038.975	1771525038.975	1771525038.975	1771525038.975
342	300.000	0.030	299.999	0.747	3.933	1.991	1771525039.201	1771525039.201	1771525039.201	1771525039.201	1771525039.201	1771525039.201
343	300.000	0.008	299.999	0.399	1.182	1.991	1771525039.421	1771525039.421	1771525039.421	1771525039.421	1771525039.421	1771525039.421
344	300.000	-0.001	300.000	0.654	3.279	1.991	1771525039.658	1771525039.658	1771525039.658	1771525039.658	1771525039.658	1771525039.658
345	300.000	-0.010	300.004	0.541	0.707	1.991	1771525039.861	1771525039.861	1771525039.861	1771525039.861	1771525039.861	1771525039.861
346	300.000	-0.030	300.002	0.547	2.737	1.991	1771525040.086	1771525040.086	1771525040.086	1771525040.086	1771525040.086	1771525040.086
347	300.000	-0.009	300.000	0.160	5.321	1.991	1771525040.288	1771525040.288	1771525040.288	1771525040.288	1771525040.288	1771525040.288
348	300.000	0.027	299.999	0.550	2.301	1.991	1771525040.555	1771525040.555	1771525040.555	1771525040.555	1771525040.555	1771525040.555
349	300.000	-0.007	300.002	0.246	4.766	1.991	1771525040.793	1771525040.793	1771525040.793	1771525040.793	1771525040.793	1771525040.793
350	300.000	0.005	299.999	0.481	2.101	1.991	1771525041.034	1771525041.034	1771525041.034	1771525041.034	1771525041.034	1771525041.034
351	300.000	0.036	300.003	0.207	4.577	1.991	1771525041.290	1771525041.290	1771525041.290	1771525041.290	1771525041.290	1771525041.290
352	300.000	0.042	300.001	0.587	2.357	1.991	1771525041.522	1771525041.522	1771525041.522	1771525041.522	1771525041.522	1771525041.522
353	300.000	-0.064	300.001	0.149	4.659	1.991	1771525041.794	1771525041.794	1771525041.794	1771525041.794	1771525041.794	1771525041.794
354	300.000	0.022	300.000	0.556	2.430	1.991	1771525042.031	1771525042.031	1771525042.031	1771525042.031	1771525042.031	1771525042.031
355	300.000	0.004	300.000	0.541	4.385	1.991	1771525042.208	1771525042.208	1771525042.208	1771525042.208	1771525042.208	1771525042.208
356	300.000	0.051	299.998	0.268	1.395	1.991	1771525042.410	1771525042.410	1771525042.410	1771525042.410	1771525042.410	1771525042.410
357	300.000	0.014	300.002	0.759	3.523	1.991	1771525042.614	1771525042.614	1771525042.614	1771525042.614	1771525042.614	1771525042.614
358	300.000	0.061	299.999	0.261	0.491	1.991	1771525042.846	1771525042.846	1771525042.846	1771525042.846	1771525042.846	1771525042.846
359	300.000	0.003	300.002	0.510	3.120	1.991	1771525043.095	1771525043.095	1771525043.095	1771525043.095	1771525043.095	1771525043.095
360	300.000	0.060	299.999	0.232	0.237	1.991	1771525043.316	1771525043.316	1771525043.316	1771525043.316	1771525043.316	1771525043.316
361	300.000	0.030	299.998	0.470	2.741	1.991	1771525043.544	1771525043.544	1771525043.544	1771525043.544	1771525043.544	1771525043.544
362	300.000	-0.045	299.998	0.267	5.026	1.991	1771525043.763	1771525043.763	1771525043.763	1771525043.763	1771525043.763	1771525043.763
363	300.000	-0.028	299.999	0.480	2.399	1.991	1771525043.971	1771525043.971	1771525043.971	1771525043.971	1771525043.971	1771525043.971
364	300.000	-0.034	300.000	0.396	4.174	1.991	1771525044.229	1771525044.229	1771525044.229	1771525044.229	1771525044.229	1771525044.229
365	300.000	0.027	300.002	0.396	2.232	1.991	1771525044.479	1771525044.479	1771525044.479	1771525044.479	1771525044.479	1771525044.479
366	300.000	-0.010	300.004	0.289	4.142	1.991	1771525044.738	1771525044.738	1771525044.738	1771525044.738	1771525044.738	1771525044.738
367	300.000	0.086	300.000	0.336	1.906	1.991	1771525044.975	1771525044.975	1771525044.975	1771525044.975	1771525044.975	1771525044.975
368	300.000	0.000	300.002	0.588	3.989	1.991	1771525045.151	1771525045.151	1771525045.151	1771525045.151	1771525045.151	1771525045.151
369	300.000	-0.009	300.001	0.329	0.885	1.991	1771525045.352	1771525045.352	1771525045.352	1771525045.352	1771525045.352	1771525045.352
370	300.000	0.022	300.001	0.564	3.363	1.991	1771525045.626	1771525045.626	1771525045.626	1771525045.626	1771525045.626	1771525045.626
371	300.000	-0.017	300.000	0.315	0.693	1.991	1771525045.819	1771525045.819	1771525045.819	1771525045.819	1771525045.819	1771525045.819
372	300.000	0.005	300.001	0.492	3.074	1.991	1771525046.045	1771525046.045	1771525046.045	1771525046.045	1771525046.045	1771525046.045
373	300.000	0.015	300.001	0.234	5.435	1.991	1771525046.270	1771525046.270	1771525046.270	1771525046.270	1771525046.270	1771525046.270
374	300.000	-0.006	300.001	0.394	2.718	1.991	1771525046.519	1771525046.519	1771525046.519	1771525046.519	1771525046.519	1771525046.519
375	300.000	0.032	299.996	0.243	4.422	1.991	1771525046.735	1771525046.735	1771525046.735	1771525046.735	1771525046.735	1771525046.735
376	300.000	-0.002	299.997	0.387	2.615	1.991	1771525046.930	1771525046.930	1771525046.930	1771525046.930	1771525046.930	1771525046.930
377	300.000	0.004	300.000	0.708	3.598	1.991	1771525047.117	1771525047.117	1771525047.117	1771525047.117	1771525047.117	1771525047.117
378	300.000	0.024	300.001	0.242	1.271	1.991	1771525047.365	1771525047.365	1771525047.365	1771525047.365	1771525047.365	1771525047.365
379	300.000	0.016	299.996	0.676	3.411	1.991	1771525047.578	1771525047.578	1771525047.578	1771525047.578	1771525047.578	1771525047.578
380	300.000	-0.003	300.001	0.205	0.488	1.991	1771525047.818	1771525047.818	1771525047.818	1771525047.818	1771525047.818	1771525047.818
381	300.000	-0.046	300.001	0.556	3.194	1.991	1771525048.086	1771525048.086	1771525048.086	1771525048.086	1771525048.086	1771525048.086
382	300.000	0.005	300.000	0.255	0.385	1.991	1771525048.310	1771525048.310	1771525048.310	1771525048.310	1771525048.310	1771525048.310
383	300.000	0.030	300.001	0.540	3.246	1.991	1771525048.487	1771525048.487	1771525048.487	1771525048.487	1771525048.487	1771525048.487
384	300.000	0.009	300.001	0.109	4.080	1.991	1771525048.766	1771525048.766	1771525048.766	1771525048.766	1771525048.766	1771525048.766
385	300.000	0.063	300.000	0.459	2.960	1.991	1771525049.011	1771525049.011	1771525049.011	1771525049.011	1771525049.011	1771525049.011
386	300.000	-0.055	300.000	0.155	5.120	1.991	1771525049.255	1771525049.255	1771525049.255	1771525049.255	1771525049.255	1771525049.255
387	300.000	-0.003	300.001	0.529	2.558	1.991	1771525049.459	1771525049.459	1771525049.459	1771525049.459	1771525049.459	1771525049.459
388	300.000	-0.017	300.001	0.380	4.225	1.991	1771525049.682	1771525049.682	1771525049.682	1771525049.682	1771525049.682	1771525049.682
389	300.000	0.036	300.002	0.270	1.653	1.991	1771525049.878	1771525049.878	1771525049.878	1771525049.878	1771525049.878	1771525049.878
390	300.000	-0.042	299.997	0.614	3.584	1.991	1771525050.071	1771525050.071	1771525050.071	1771525050.071	1771525050.071	1771525050.071
391	300.000	0.001	300.001	0.205	0.619	1.991	1771525050.330	1771525050.330	1771525050.330	1771525050.330	1771525050.330	1771525050.330
392	300.000	0.002	300.000	0.468	3.360	1.991	1771525050.571	1771525050.571	1771525050.571	1771525050.571	1771525050.571	1771525050.571
393	300.000	-0.003	300.001	0.152	0.662	1.991	1771525050.819	1771525050.819	1771525050.819	1771525050.819	1771525050.819	1771525050.819
394	300.000	-0.004	300.001	0.578	3.198	1.991	1771525051.013	1771525051.013	1771525051.013	1771525051.013	1771525051.013	1771525051.013
395	300.000	0.033	300.003	0.114	6.241	1.991	1771525051.239	1771525051.239	1771525051.239	1771525051.239	1771525051.239	1771525051.239
396	300.000	-0.008	300.001	0.445	2.580	1.991	1771525051.455	1771525051.455	1771525051.455	1771525051.455	1771525051.455	1771525051.455
397	300.000	0.032	299.999	0.076	5.128	1.991	1771525051.710	1771525051.710	1771525051.710	1771525051.710	1771525051.710	1771525051.710
398	300.000	0.000	300.002	0.411	2.182	1.991	1771525051.951	1771525051.951	1771525051.951	1771525051.951	1771525051.951	1771525051.951
399	300.000	-0.019	300.000	0.029	0.399	1.991	1771525052.192	1771525052.192	1771525052.192	1771525052.192	1771525052.192	1771525052.192
400	300.000	-0.023	300.001	0.453	2.483	1.991	1771525052.439	1771525052.439	1771525052.439	1771525052.439	1771525052.439	1771525052.439
401	300.000	-0.001	299.999	0.361	3.855	1.991	1771525052.658	1771525052.658	1771525052.658	1771525052.658	1771525052.658	1771525052.658
402	300.000	0.016	300.002	0.194	2.051	1.991	1771525052.914	1771525052.914	1771525052.914	1771525052.914	1771525052.914	1771525052.914
