Point No.	Frequency Set (GHz)	THz Photocurrent (nA)	Frequency Act (GHz)	Amplitude (via StrMod)	Phase (via StrMod)	Timestamp (s)
411	400.000	-0.004	400.001	0.370	1.947	1773084775.153
412	400.000	0.001	400.003	0.620	5.035	1773084775.412
413	400.000	0.014	400.004	0.650	2.682	1773084775.691
414	400.000	-0.026	399.999	0.248	6.156	1773084775.985
415	400.000	0.007	399.999	0.461	4.319	1773084776.254
416	400.000	0.034	400.001	0.701	2.568	1773084776.570
417	400.000	0.009	400.000	0.742	5.289	1773084776.874
418	400.000	0.035	400.002	0.594	2.822	1773084777.172
419	400.000	0.008	400.000	0.260	6.277	1773084777.476
420	400.000	-0.011	400.001	0.299	3.969	1773084777.791
421	400.000	0.008	400.000	0.565	2.443	1773084778.116
422	400.000	-0.011	399.997	0.674	4.885	1773084778.396
423	400.000	0.022	399.999	0.644	2.838	1773084778.663
424	400.000	0.019	399.999	0.162	1.028	1773084778.919
425	400.000	-0.007	399.999	0.458	4.526	1773084779.240
426	400.000	-0.007	399.997	0.645	2.495	1773084779.555
427	400.000	-0.012	399.998	0.777	5.403	1773084779.868
428	400.000	0.004	399.996	0.667	2.715	1773084780.153
429	400.000	0.000	399.996	0.253	6.169	1773084780.477
430	400.000	-0.035	400.000	0.452	4.069	1773084780.760
431	400.000	-0.014	399.997	0.587	2.581	1773084781.051
432	400.000	0.002	400.001	0.763	5.167	1773084781.382
433	400.000	-0.004	399.999	0.715	2.575	1773084781.670
434	400.000	0.005	399.999	0.278	6.020	1773084781.927
435	400.000	0.008	400.001	0.548	4.405	1773084782.192
436	400.000	0.002	400.000	0.789	2.622	1773084782.422
437	400.000	-0.006	400.000	0.221	6.047	1773084782.690
438	400.000	-0.026	399.999	0.400	4.489	1773084782.993
439	400.000	-0.015	399.995	0.615	2.239	1773084783.296
440	400.000	-0.008	399.999	0.841	5.240	1773084783.580
441	400.000	0.029	399.997	0.612	2.756	1773084783.873
442	400.000	0.005	399.999	0.106	1.591	1773084784.143
443	400.000	-0.000	400.000	0.544	4.842	1773084784.443
444	400.000	-0.018	400.000	0.706	2.415	1773084784.750
445	400.000	0.018	400.001	0.653	5.359	1773084785.065
446	400.000	0.003	400.000	0.573	2.688	1773084785.379
447	400.000	-0.005	399.999	0.179	5.364	1773084785.695
448	400.000	0.011	399.999	0.378	3.804	1773084785.992
449	400.000	0.020	399.998	0.625	2.431	1773084786.246
450	400.000	0.009	399.999	0.688	5.229	1773084786.559
451	400.000	-0.004	399.999	0.547	2.914	1773084786.858
452	400.000	-0.015	400.002	0.174	0.798	1773084787.135
453	400.000	-0.006	400.000	0.426	4.526	1773084787.442
454	400.000	0.000	399.999	0.684	2.550	1773084787.766
455	400.000	0.016	400.003	0.794	5.199	1773084788.070
456	400.000	0.012	400.000	0.618	2.727	1773084788.400
457	400.000	0.008	400.002	0.352	5.787	1773084788.684
458	400.000	-0.014	400.001	0.454	3.925	1773084788.996
459	400.000	-0.028	400.000	0.494	2.230	1773084789.327
460	400.000	0.023	400.000	0.691	5.023	1773084789.624
461	400.000	-0.013	400.003	0.689	2.636	1773084789.914
