Point No.	Frequency Set (GHz)	THz Photocurrent (nA)	Frequency Act (GHz)	Amplitude (via StrMod)	Phase (via StrMod)	Frequency Fit	Timestamp (s)	Timestamp (s)	Timestamp (s)	Timestamp (s)	Timestamp (s)	Timestamp (s)
201	400.000	0.011	400.000	0.744	3.985	2.655	1771525520.506	1771525520.506	1771525520.506	1771525520.506	1771525520.506	1771525520.506
202	400.000	0.022	399.998	0.917	6.279	2.655	1771525520.725	1771525520.725	1771525520.725	1771525520.725	1771525520.725	1771525520.725
203	400.000	-0.001	400.000	0.937	0.791	2.655	1771525520.962	1771525520.962	1771525520.962	1771525520.962	1771525520.962	1771525520.962
204	400.000	0.009	399.998	1.034	4.130	2.655	1771525521.203	1771525521.203	1771525521.203	1771525521.203	1771525521.203	1771525521.203
205	400.000	-0.046	399.999	0.671	6.192	2.655	1771525521.503	1771525521.503	1771525521.503	1771525521.503	1771525521.503	1771525521.503
206	400.000	-0.011	399.998	1.467	0.739	2.655	1771525521.713	1771525521.713	1771525521.713	1771525521.713	1771525521.713	1771525521.713
207	400.000	-0.077	400.002	1.197	4.076	2.655	1771525521.909	1771525521.909	1771525521.909	1771525521.909	1771525521.909	1771525521.909
208	400.000	-0.014	399.999	1.538	0.420	2.655	1771525522.160	1771525522.160	1771525522.160	1771525522.160	1771525522.160	1771525522.160
209	400.000	0.019	399.999	0.124	1.270	2.655	1771525522.420	1771525522.420	1771525522.420	1771525522.420	1771525522.420	1771525522.420
210	400.000	0.024	399.999	0.989	4.266	2.655	1771525522.670	1771525522.670	1771525522.670	1771525522.670	1771525522.670	1771525522.670
211	400.000	-0.020	400.003	1.814	0.447	2.655	1771525522.912	1771525522.912	1771525522.912	1771525522.912	1771525522.912	1771525522.912
212	400.000	-0.055	400.004	0.079	3.780	2.655	1771525523.136	1771525523.136	1771525523.136	1771525523.136	1771525523.136	1771525523.136
213	400.000	0.021	400.000	0.897	4.343	2.655	1771525523.423	1771525523.423	1771525523.423	1771525523.423	1771525523.423	1771525523.423
214	400.000	-0.002	399.999	1.573	0.316	2.655	1771525523.646	1771525523.646	1771525523.646	1771525523.646	1771525523.646	1771525523.646
215	400.000	0.049	400.000	0.712	3.861	2.655	1771525523.836	1771525523.836	1771525523.836	1771525523.836	1771525523.836	1771525523.836
216	400.000	-0.023	400.001	0.797	6.070	2.655	1771525524.091	1771525524.091	1771525524.091	1771525524.091	1771525524.091	1771525524.091
217	400.000	-0.031	400.000	1.283	0.589	2.655	1771525524.350	1771525524.350	1771525524.350	1771525524.350	1771525524.350	1771525524.350
218	400.000	-0.033	400.000	0.955	4.077	2.655	1771525524.603	1771525524.603	1771525524.603	1771525524.603	1771525524.603	1771525524.603
219	400.000	0.016	400.001	0.596	5.211	2.655	1771525524.857	1771525524.857	1771525524.857	1771525524.857	1771525524.857	1771525524.857
220	400.000	-0.002	399.999	1.338	0.766	2.655	1771525525.072	1771525525.072	1771525525.072	1771525525.072	1771525525.072	1771525525.072
221	400.000	-0.002	400.001	1.235	4.174	2.655	1771525525.251	1771525525.251	1771525525.251	1771525525.251	1771525525.251	1771525525.251
222	400.000	-0.030	400.001	1.778	0.583	2.655	1771525525.479	1771525525.479	1771525525.479	1771525525.479	1771525525.479	1771525525.479
223	400.000	0.054	400.002	0.829	4.082	2.655	1771525525.697	1771525525.697	1771525525.697	1771525525.697	1771525525.697	1771525525.697
224	400.000	0.030	400.002	1.027	0.139	2.655	1771525525.900	1771525525.900	1771525525.900	1771525525.900	1771525525.900	1771525525.900
225	400.000	-0.003	399.998	0.202	0.620	2.655	1771525526.163	1771525526.163	1771525526.163	1771525526.163	1771525526.163	1771525526.163
226	400.000	0.061	400.005	1.065	4.279	2.655	1771525526.405	1771525526.405	1771525526.405	1771525526.405	1771525526.405	1771525526.405
227	400.000	0.065	400.002	1.639	0.408	2.655	1771525526.656	1771525526.656	1771525526.656	1771525526.656	1771525526.656	1771525526.656
228	400.000	0.049	400.000	0.611	0.788	2.655	1771525526.902	1771525526.902	1771525526.902	1771525526.902	1771525526.902	1771525526.902
229	400.000	0.046	399.997	0.930	4.331	2.655	1771525527.160	1771525527.160	1771525527.160	1771525527.160	1771525527.160	1771525527.160
230	400.000	0.034	399.996	1.522	0.285	2.655	1771525527.382	1771525527.382	1771525527.382	1771525527.382	1771525527.382	1771525527.382
231	400.000	0.019	399.998	0.626	3.953	2.655	1771525527.584	1771525527.584	1771525527.584	1771525527.584	1771525527.584	1771525527.584
232	400.000	0.007	400.002	1.024	6.230	2.655	1771525527.773	1771525527.773	1771525527.773	1771525527.773	1771525527.773	1771525527.773
233	400.000	0.015	400.002	0.289	3.581	2.655	1771525527.956	1771525527.956	1771525527.956	1771525527.956	1771525527.956	1771525527.956
234	400.000	0.049	399.998	0.448	5.552	2.655	1771525528.184	1771525528.184	1771525528.184	1771525528.184	1771525528.184	1771525528.184
235	400.000	-0.031	399.998	0.979	0.946	2.655	1771525528.392	1771525528.392	1771525528.392	1771525528.392	1771525528.392	1771525528.392
236	400.000	-0.037	399.999	1.107	4.188	2.655	1771525528.665	1771525528.665	1771525528.665	1771525528.665	1771525528.665	1771525528.665
237	400.000	-0.029	399.997	1.146	0.074	2.655	1771525528.886	1771525528.886	1771525528.886	1771525528.886	1771525528.886	1771525528.886
238	400.000	-0.053	400.002	0.621	3.969	2.655	1771525529.083	1771525529.083	1771525529.083	1771525529.083	1771525529.083	1771525529.083
239	400.000	-0.038	400.002	0.594	4.852	2.655	1771525529.337	1771525529.337	1771525529.337	1771525529.337	1771525529.337	1771525529.337
240	400.000	0.007	400.001	1.718	0.462	2.655	1771525529.576	1771525529.576	1771525529.576	1771525529.576	1771525529.576	1771525529.576
241	400.000	0.001	400.000	1.204	4.079	2.655	1771525529.759	1771525529.759	1771525529.759	1771525529.759	1771525529.759	1771525529.759
242	400.000	-0.010	400.000	1.777	0.488	2.655	1771525529.962	1771525529.962	1771525529.962	1771525529.962	1771525529.962	1771525529.962
243	400.000	-0.007	400.001	0.184	4.051	2.655	1771525530.232	1771525530.232	1771525530.232	1771525530.232	1771525530.232	1771525530.232
244	400.000	-0.018	400.000	0.767	4.315	2.655	1771525530.465	1771525530.465	1771525530.465	1771525530.465	1771525530.465	1771525530.465
245	400.000	0.033	400.001	1.829	0.536	2.655	1771525530.700	1771525530.700	1771525530.700	1771525530.700	1771525530.700	1771525530.700
246	400.000	0.003	400.001	1.102	4.057	2.655	1771525530.919	1771525530.919	1771525530.919	1771525530.919	1771525530.919	1771525530.919
247	400.000	-0.017	400.003	0.857	0.010	2.655	1771525531.124	1771525531.124	1771525531.124	1771525531.124	1771525531.124	1771525531.124
248	400.000	0.026	400.000	0.109	4.303	2.655	1771525531.315	1771525531.315	1771525531.315	1771525531.315	1771525531.315	1771525531.315
249	400.000	0.002	400.002	0.534	5.502	2.655	1771525531.561	1771525531.561	1771525531.561	1771525531.561	1771525531.561	1771525531.561
250	400.000	0.022	399.997	1.734	0.550	2.655	1771525531.815	1771525531.815	1771525531.815	1771525531.815	1771525531.815	1771525531.815
251	400.000	0.033	400.001	0.808	4.142	2.655	1771525532.039	1771525532.039	1771525532.039	1771525532.039	1771525532.039	1771525532.039
252	400.000	0.001	400.002	0.933	6.194	2.655	1771525532.234	1771525532.234	1771525532.234	1771525532.234	1771525532.234	1771525532.234
253	400.000	-0.014	399.998	0.479	0.792	2.655	1771525532.501	1771525532.501	1771525532.501	1771525532.501	1771525532.501	1771525532.501
254	400.000	0.038	399.998	1.014	4.220	2.655	1771525532.744	1771525532.744	1771525532.744	1771525532.744	1771525532.744	1771525532.744
255	400.000	-0.035	399.999	2.186	0.474	2.655	1771525532.914	1771525532.914	1771525532.914	1771525532.914	1771525532.914	1771525532.914
256	400.000	-0.013	400.001	1.180	4.107	2.655	1771525533.120	1771525533.120	1771525533.120	1771525533.120	1771525533.120	1771525533.120
257	400.000	0.064	400.000	1.543	0.338	2.655	1771525533.382	1771525533.382	1771525533.382	1771525533.382	1771525533.382	1771525533.382
258	400.000	0.036	400.000	0.855	0.824	2.655	1771525533.622	1771525533.622	1771525533.622	1771525533.622	1771525533.622	1771525533.622
259	400.000	0.007	399.999	1.054	4.314	2.655	1771525533.865	1771525533.865	1771525533.865	1771525533.865	1771525533.865	1771525533.865
260	400.000	-0.035	400.001	1.261	0.313	2.655	1771525534.119	1771525534.119	1771525534.119	1771525534.119	1771525534.119	1771525534.119
261	400.000	0.054	399.998	0.567	0.830	2.655	1771525534.349	1771525534.349	1771525534.349	1771525534.349	1771525534.349	1771525534.349
262	400.000	-0.048	400.001	0.773	4.513	2.655	1771525534.581	1771525534.581	1771525534.581	1771525534.581	1771525534.581	1771525534.581
263	400.000	0.045	399.998	1.789	0.416	2.655	1771525534.828	1771525534.828	1771525534.828	1771525534.828	1771525534.828	1771525534.828
264	400.000	-0.012	399.998	0.779	3.847	2.655	1771525535.013	1771525535.013	1771525535.013	1771525535.013	1771525535.013	1771525535.013
265	400.000	-0.026	399.996	1.263	0.172	2.655	1771525535.259	1771525535.259	1771525535.259	1771525535.259	1771525535.259	1771525535.259
266	400.000	-0.004	399.998	0.902	0.560	2.655	1771525535.496	1771525535.496	1771525535.496	1771525535.496	1771525535.496	1771525535.496
267	400.000	-0.054	400.000	1.071	4.092	2.655	1771525535.756	1771525535.756	1771525535.756	1771525535.756	1771525535.756	1771525535.756
268	400.000	-0.009	400.000	1.303	0.113	2.655	1771525536.002	1771525536.002	1771525536.002	1771525536.002	1771525536.002	1771525536.002
269	400.000	0.041	400.002	0.705	0.702	2.655	1771525536.240	1771525536.240	1771525536.240	1771525536.240	1771525536.240	1771525536.240
270	400.000	-0.010	400.003	1.030	4.160	2.655	1771525536.477	1771525536.477	1771525536.477	1771525536.477	1771525536.477	1771525536.477
271	400.000	-0.005	400.001	2.094	0.578	2.655	1771525536.688	1771525536.688	1771525536.688	1771525536.688	1771525536.688	1771525536.688
272	400.000	-0.015	400.000	0.542	4.122	2.655	1771525536.934	1771525536.934	1771525536.934	1771525536.934	1771525536.934	1771525536.934
273	400.000	-0.038	400.000	0.609	5.465	2.655	1771525537.178	1771525537.178	1771525537.178	1771525537.178	1771525537.178	1771525537.178
274	400.000	0.016	399.999	1.706	0.545	2.655	1771525537.435	1771525537.435	1771525537.435	1771525537.435	1771525537.435	1771525537.435
275	400.000	-0.023	400.001	0.861	4.140	2.655	1771525537.625	1771525537.625	1771525537.625	1771525537.625	1771525537.625	1771525537.625
276	400.000	-0.003	399.999	1.157	0.154	2.655	1771525537.888	1771525537.888	1771525537.888	1771525537.888	1771525537.888	1771525537.888
277	400.000	0.006	400.000	1.258	0.663	2.655	1771525538.101	1771525538.101	1771525538.101	1771525538.101	1771525538.101	1771525538.101
278	400.000	0.046	400.001	1.056	4.283	2.655	1771525538.301	1771525538.301	1771525538.301	1771525538.301	1771525538.301	1771525538.301
279	400.000	-0.001	400.001	1.712	0.511	2.655	1771525538.565	1771525538.565	1771525538.565	1771525538.565	1771525538.565	1771525538.565
280	400.000	0.019	399.999	0.382	4.239	2.655	1771525538.802	1771525538.802	1771525538.802	1771525538.802	1771525538.802	1771525538.802
281	400.000	-0.008	400.001	0.838	6.111	2.655	1771525538.979	1771525538.979	1771525538.979	1771525538.979	1771525538.979	1771525538.979
282	400.000	0.072	399.999	0.283	0.808	2.655	1771525539.185	1771525539.185	1771525539.185	1771525539.185	1771525539.185	1771525539.185
283	400.000	-0.035	399.999	0.671	5.770	2.655	1771525539.364	1771525539.364	1771525539.364	1771525539.364	1771525539.364	1771525539.364
284	400.000	-0.007	400.003	0.241	3.718	2.655	1771525539.542	1771525539.542	1771525539.542	1771525539.542	1771525539.542	1771525539.542
285	400.000	0.033	400.000	0.637	5.813	2.655	1771525539.720	1771525539.720	1771525539.720	1771525539.720	1771525539.720	1771525539.720
286	400.000	-0.033	400.000	0.086	0.288	2.655	1771525539.921	1771525539.921	1771525539.921	1771525539.921	1771525539.921	1771525539.921
287	400.000	-0.001	400.003	0.578	5.107	2.655	1771525540.181	1771525540.181	1771525540.181	1771525540.181	1771525540.181	1771525540.181
288	400.000	-0.025	400.002	1.750	0.710	2.655	1771525540.350	1771525540.350	1771525540.350	1771525540.350	1771525540.350	1771525540.350
289	400.000	-0.006	399.996	0.969	4.355	2.655	1771525540.559	1771525540.559	1771525540.559	1771525540.559	1771525540.559	1771525540.559
290	400.000	0.032	400.000	1.780	0.667	2.655	1771525540.735	1771525540.735	1771525540.735	1771525540.735	1771525540.735	1771525540.735
291	400.000	0.018	399.998	1.229	4.095	2.655	1771525540.932	1771525540.932	1771525540.932	1771525540.932	1771525540.932	1771525540.932
292	400.000	0.040	400.003	1.781	0.642	2.655	1771525541.111	1771525541.111	1771525541.111	1771525541.111	1771525541.111	1771525541.111
293	400.000	-0.004	400.000	1.274	4.275	2.655	1771525541.276	1771525541.276	1771525541.276	1771525541.276	1771525541.276	1771525541.276
294	400.000	-0.016	399.997	1.402	0.696	2.655	1771525541.490	1771525541.490	1771525541.490	1771525541.490	1771525541.490	1771525541.490
295	400.000	-0.043	399.997	1.138	4.282	2.655	1771525541.684	1771525541.684	1771525541.684	1771525541.684	1771525541.684	1771525541.684
296	400.000	0.008	400.002	1.806	0.573	2.655	1771525541.882	1771525541.882	1771525541.882	1771525541.882	1771525541.882	1771525541.882
297	400.000	-0.021	399.999	0.994	4.146	2.655	1771525542.141	1771525542.141	1771525542.141	1771525542.141	1771525542.141	1771525542.141
298	400.000	-0.004	400.000	0.576	5.983	2.655	1771525542.393	1771525542.393	1771525542.393	1771525542.393	1771525542.393	1771525542.393
299	400.000	0.090	399.998	1.522	0.572	2.655	1771525542.612	1771525542.612	1771525542.612	1771525542.612	1771525542.612	1771525542.612
300	400.000	0.047	400.004	1.135	4.116	2.655	1771525542.797	1771525542.797	1771525542.797	1771525542.797	1771525542.797	1771525542.797
301	400.000	0.054	400.000	1.733	0.425	2.655	1771525543.051	1771525543.051	1771525543.051	1771525543.051	1771525543.051	1771525543.051
302	400.000	0.029	399.999	0.209	4.438	2.655	1771525543.323	1771525543.323	1771525543.323	1771525543.323	1771525543.323	1771525543.323
303	400.000	0.013	400.001	0.903	4.313	2.655	1771525543.551	1771525543.551	1771525543.551	1771525543.551	1771525543.551	1771525543.551
304	400.000	0.014	400.002	1.784	0.433	2.655	1771525543.792	1771525543.792	1771525543.792	1771525543.792	1771525543.792	1771525543.792
305	400.000	-0.027	400.001	0.960	4.024	2.655	1771525544.004	1771525544.004	1771525544.004	1771525544.004	1771525544.004	1771525544.004
306	400.000	-0.034	399.993	0.932	6.276	2.655	1771525544.234	1771525544.234	1771525544.234	1771525544.234	1771525544.234	1771525544.234
307	400.000	-0.046	400.002	0.416	0.620	2.655	1771525544.406	1771525544.406	1771525544.406	1771525544.406	1771525544.406	1771525544.406
308	400.000	0.014	400.002	0.652	5.695	2.655	1771525544.593	1771525544.593	1771525544.593	1771525544.593	1771525544.593	1771525544.593
309	400.000	-0.012	400.000	0.291	1.192	2.655	1771525544.813	1771525544.813	1771525544.813	1771525544.813	1771525544.813	1771525544.813
310	400.000	0.036	400.003	0.987	4.268	2.655	1771525545.057	1771525545.057	1771525545.057	1771525545.057	1771525545.057	1771525545.057
311	400.000	-0.028	400.001	1.775	0.366	2.655	1771525545.282	1771525545.282	1771525545.282	1771525545.282	1771525545.282	1771525545.282
312	400.000	-0.004	400.002	0.830	4.086	2.655	1771525545.496	1771525545.496	1771525545.496	1771525545.496	1771525545.496	1771525545.496
313	400.000	0.006	400.003	0.730	5.874	2.655	1771525545.747	1771525545.747	1771525545.747	1771525545.747	1771525545.747	1771525545.747
314	400.000	-0.016	399.998	1.693	0.557	2.655	1771525545.970	1771525545.970	1771525545.970	1771525545.970	1771525545.970	1771525545.970
315	400.000	-0.040	400.001	1.231	4.170	2.655	1771525546.174	1771525546.174	1771525546.174	1771525546.174	1771525546.174	1771525546.174
316	400.000	-0.004	399.995	1.528	0.329	2.655	1771525546.444	1771525546.444	1771525546.444	1771525546.444	1771525546.444	1771525546.444
317	400.000	-0.010	400.004	0.695	0.647	2.655	1771525546.677	1771525546.677	1771525546.677	1771525546.677	1771525546.677	1771525546.677
318	400.000	0.036	400.000	0.575	5.004	2.655	1771525546.843	1771525546.843	1771525546.843	1771525546.843	1771525546.843	1771525546.843
319	400.000	-0.031	400.006	1.005	0.786	2.655	1771525547.033	1771525547.033	1771525547.033	1771525547.033	1771525547.033	1771525547.033
320	400.000	0.034	399.999	0.575	5.075	2.655	1771525547.224	1771525547.224	1771525547.224	1771525547.224	1771525547.224	1771525547.224
321	400.000	-0.037	399.999	0.686	0.948	2.655	1771525547.415	1771525547.415	1771525547.415	1771525547.415	1771525547.415	1771525547.415
322	400.000	-0.051	399.999	0.652	4.752	2.655	1771525547.631	1771525547.631	1771525547.631	1771525547.631	1771525547.631	1771525547.631
323	400.000	0.087	400.002	1.788	0.596	2.655	1771525547.872	1771525547.872	1771525547.872	1771525547.872	1771525547.872	1771525547.872
324	400.000	-0.005	400.000	0.972	4.126	2.655	1771525548.090	1771525548.090	1771525548.090	1771525548.090	1771525548.090	1771525548.090
325	400.000	0.035	399.999	1.349	0.111	2.655	1771525548.299	1771525548.299	1771525548.299	1771525548.299	1771525548.299	1771525548.299
326	400.000	0.015	400.003	0.511	4.024	2.655	1771525548.509	1771525548.509	1771525548.509	1771525548.509	1771525548.509	1771525548.509
327	400.000	0.006	400.003	0.667	5.145	2.655	1771525548.742	1771525548.742	1771525548.742	1771525548.742	1771525548.742	1771525548.742
328	400.000	0.001	400.001	1.682	0.863	2.655	1771525548.930	1771525548.930	1771525548.930	1771525548.930	1771525548.930	1771525548.930
329	400.000	0.020	399.996	1.030	4.372	2.655	1771525549.121	1771525549.121	1771525549.121	1771525549.121	1771525549.121	1771525549.121
330	400.000	0.017	399.999	1.815	0.599	2.655	1771525549.379	1771525549.379	1771525549.379	1771525549.379	1771525549.379	1771525549.379
331	400.000	0.037	400.001	0.087	6.177	2.655	1771525549.645	1771525549.645	1771525549.645	1771525549.645	1771525549.645	1771525549.645
332	400.000	0.020	399.998	0.830	4.619	2.655	1771525549.840	1771525549.840	1771525549.840	1771525549.840	1771525549.840	1771525549.840
333	400.000	-0.012	400.002	1.458	0.784	2.655	1771525550.049	1771525550.049	1771525550.049	1771525550.049	1771525550.049	1771525550.049
334	400.000	-0.042	400.002	1.180	4.364	2.655	1771525550.234	1771525550.234	1771525550.234	1771525550.234	1771525550.234	1771525550.234
335	400.000	-0.008	400.000	1.670	0.730	2.655	1771525550.430	1771525550.430	1771525550.430	1771525550.430	1771525550.430	1771525550.430
336	400.000	-0.009	399.999	1.214	4.323	2.655	1771525550.628	1771525550.628	1771525550.628	1771525550.628	1771525550.628	1771525550.628
337	400.000	0.008	400.001	1.776	0.513	2.655	1771525550.857	1771525550.857	1771525550.857	1771525550.857	1771525550.857	1771525550.857
338	400.000	0.006	399.998	1.302	4.184	2.655	1771525551.039	1771525551.039	1771525551.039	1771525551.039	1771525551.039	1771525551.039
339	400.000	-0.008	400.001	1.812	0.454	2.655	1771525551.236	1771525551.236	1771525551.236	1771525551.236	1771525551.236	1771525551.236
340	400.000	0.024	400.000	0.544	3.937	2.655	1771525551.480	1771525551.480	1771525551.480	1771525551.480	1771525551.480	1771525551.480
341	400.000	0.038	399.997	0.544	5.735	2.655	1771525551.655	1771525551.655	1771525551.655	1771525551.655	1771525551.655	1771525551.655
342	400.000	-0.060	399.998	0.066	4.597	2.655	1771525551.867	1771525551.867	1771525551.867	1771525551.867	1771525551.867	1771525551.867
343	400.000	-0.001	400.002	0.693	5.756	2.655	1771525552.057	1771525552.057	1771525552.057	1771525552.057	1771525552.057	1771525552.057
344	400.000	-0.060	400.001	1.001	0.848	2.655	1771525552.276	1771525552.276	1771525552.276	1771525552.276	1771525552.276	1771525552.276
345	400.000	-0.053	400.001	1.070	4.442	2.655	1771525552.495	1771525552.495	1771525552.495	1771525552.495	1771525552.495	1771525552.495
346	400.000	0.023	399.997	1.578	0.553	2.655	1771525552.743	1771525552.743	1771525552.743	1771525552.743	1771525552.743	1771525552.743
347	400.000	-0.025	400.004	0.427	4.095	2.655	1771525552.984	1771525552.984	1771525552.984	1771525552.984	1771525552.984	1771525552.984
348	400.000	-0.040	399.998	0.622	4.938	2.655	1771525553.237	1771525553.237	1771525553.237	1771525553.237	1771525553.237	1771525553.237
349	400.000	-0.018	400.000	1.696	0.413	2.655	1771525553.496	1771525553.496	1771525553.496	1771525553.496	1771525553.496	1771525553.496
350	400.000	0.044	400.001	0.259	3.852	2.655	1771525553.747	1771525553.747	1771525553.747	1771525553.747	1771525553.747	1771525553.747
351	400.000	0.067	399.997	0.788	4.842	2.655	1771525553.943	1771525553.943	1771525553.943	1771525553.943	1771525553.943	1771525553.943
352	400.000	-0.005	399.997	1.369	0.691	2.655	1771525554.188	1771525554.188	1771525554.188	1771525554.188	1771525554.188	1771525554.188
353	400.000	-0.005	400.002	1.261	4.211	2.655	1771525554.359	1771525554.359	1771525554.359	1771525554.359	1771525554.359	1771525554.359
354	400.000	-0.026	400.000	2.082	0.651	2.655	1771525554.541	1771525554.541	1771525554.541	1771525554.541	1771525554.541	1771525554.541
355	400.000	-0.025	400.000	1.316	4.211	2.655	1771525554.735	1771525554.735	1771525554.735	1771525554.735	1771525554.735	1771525554.735
356	400.000	-0.001	399.998	1.749	0.523	2.655	1771525554.978	1771525554.978	1771525554.978	1771525554.978	1771525554.978	1771525554.978
357	400.000	0.002	399.997	0.754	3.958	2.655	1771525555.189	1771525555.189	1771525555.189	1771525555.189	1771525555.189	1771525555.189
358	400.000	0.019	400.000	0.659	5.733	2.655	1771525555.420	1771525555.420	1771525555.420	1771525555.420	1771525555.420	1771525555.420
359	400.000	0.004	400.003	0.690	0.925	2.655	1771525555.592	1771525555.592	1771525555.592	1771525555.592	1771525555.592	1771525555.592
360	400.000	0.054	400.001	0.627	5.225	2.655	1771525555.794	1771525555.794	1771525555.794	1771525555.794	1771525555.794	1771525555.794
361	400.000	-0.014	400.000	1.447	0.636	2.655	1771525556.058	1771525556.058	1771525556.058	1771525556.058	1771525556.058	1771525556.058
362	400.000	0.031	399.998	1.127	4.184	2.655	1771525556.293	1771525556.293	1771525556.293	1771525556.293	1771525556.293	1771525556.293
363	400.000	0.010	400.001	1.771	0.420	2.655	1771525556.477	1771525556.477	1771525556.477	1771525556.477	1771525556.477	1771525556.477
364	400.000	-0.026	399.999	0.786	4.057	2.655	1771525556.670	1771525556.670	1771525556.670	1771525556.670	1771525556.670	1771525556.670
365	400.000	-0.080	400.000	0.765	5.903	2.655	1771525556.935	1771525556.935	1771525556.935	1771525556.935	1771525556.935	1771525556.935
366	400.000	-0.015	400.000	1.584	0.620	2.655	1771525557.194	1771525557.194	1771525557.194	1771525557.194	1771525557.194	1771525557.194
367	400.000	-0.033	400.001	1.084	4.152	2.655	1771525557.433	1771525557.433	1771525557.433	1771525557.433	1771525557.433	1771525557.433
368	400.000	-0.056	399.998	0.610	5.531	2.655	1771525557.688	1771525557.688	1771525557.688	1771525557.688	1771525557.688	1771525557.688
369	400.000	0.011	400.001	1.169	0.895	2.655	1771525557.871	1771525557.871	1771525557.871	1771525557.871	1771525557.871	1771525557.871
370	400.000	-0.009	399.999	0.929	4.606	2.655	1771525558.118	1771525558.118	1771525558.118	1771525558.118	1771525558.118	1771525558.118
371	400.000	-0.033	400.001	2.222	0.587	2.655	1771525558.311	1771525558.311	1771525558.311	1771525558.311	1771525558.311	1771525558.311
372	400.000	0.018	399.996	0.560	4.275	2.655	1771525558.554	1771525558.554	1771525558.554	1771525558.554	1771525558.554	1771525558.554
373	400.000	-0.034	400.000	0.882	6.143	2.655	1771525558.746	1771525558.746	1771525558.746	1771525558.746	1771525558.746	1771525558.746
374	400.000	0.043	400.004	0.483	4.167	2.655	1771525558.921	1771525558.921	1771525558.921	1771525558.921	1771525558.921	1771525558.921
375	400.000	-0.020	400.000	1.269	0.063	2.655	1771525559.105	1771525559.105	1771525559.105	1771525559.105	1771525559.105	1771525559.105
376	400.000	-0.063	400.000	0.532	4.217	2.655	1771525559.335	1771525559.335	1771525559.335	1771525559.335	1771525559.335	1771525559.335
377	400.000	0.014	400.002	0.669	5.516	2.655	1771525559.540	1771525559.540	1771525559.540	1771525559.540	1771525559.540	1771525559.540
378	400.000	-0.073	400.002	0.896	0.872	2.655	1771525559.727	1771525559.727	1771525559.727	1771525559.727	1771525559.727	1771525559.727
379	400.000	-0.007	399.999	0.856	4.651	2.655	1771525559.928	1771525559.928	1771525559.928	1771525559.928	1771525559.928	1771525559.928
380	400.000	0.001	400.002	1.286	0.732	2.655	1771525560.119	1771525560.119	1771525560.119	1771525560.119	1771525560.119	1771525560.119
381	400.000	-0.015	400.000	1.150	4.402	2.655	1771525560.342	1771525560.342	1771525560.342	1771525560.342	1771525560.342	1771525560.342
382	400.000	-0.013	399.997	2.091	0.640	2.655	1771525560.558	1771525560.558	1771525560.558	1771525560.558	1771525560.558	1771525560.558
383	400.000	-0.052	400.001	0.887	4.294	2.655	1771525560.820	1771525560.820	1771525560.820	1771525560.820	1771525560.820	1771525560.820
384	400.000	-0.025	400.001	0.716	5.054	2.655	1771525561.050	1771525561.050	1771525561.050	1771525561.050	1771525561.050	1771525561.050
385	400.000	-0.023	400.000	1.831	0.685	2.655	1771525561.267	1771525561.267	1771525561.267	1771525561.267	1771525561.267	1771525561.267
386	400.000	-0.043	400.002	1.197	4.458	2.655	1771525561.458	1771525561.458	1771525561.458	1771525561.458	1771525561.458	1771525561.458
387	400.000	-0.050	400.004	1.741	0.540	2.655	1771525561.693	1771525561.693	1771525561.693	1771525561.693	1771525561.693	1771525561.693
388	400.000	0.046	400.002	0.869	4.240	2.655	1771525561.883	1771525561.883	1771525561.883	1771525561.883	1771525561.883	1771525561.883
389	400.000	0.034	400.003	1.482	0.338	2.655	1771525562.085	1771525562.085	1771525562.085	1771525562.085	1771525562.085	1771525562.085
390	400.000	-0.019	400.000	0.547	4.301	2.655	1771525562.336	1771525562.336	1771525562.336	1771525562.336	1771525562.336	1771525562.336
391	400.000	-0.020	400.000	0.766	4.667	2.655	1771525562.558	1771525562.558	1771525562.558	1771525562.558	1771525562.558	1771525562.558
392	400.000	-0.024	399.999	1.758	0.622	2.655	1771525562.764	1771525562.764	1771525562.764	1771525562.764	1771525562.764	1771525562.764
393	400.000	-0.021	400.002	1.268	4.366	2.655	1771525562.932	1771525562.932	1771525562.932	1771525562.932	1771525562.932	1771525562.932
394	400.000	-0.009	399.997	1.713	0.790	2.655	1771525563.108	1771525563.108	1771525563.108	1771525563.108	1771525563.108	1771525563.108
395	400.000	-0.066	400.001	1.056	4.608	2.655	1771525563.338	1771525563.338	1771525563.338	1771525563.338	1771525563.338	1771525563.338
396	400.000	-0.055	400.003	1.734	0.605	2.655	1771525563.594	1771525563.594	1771525563.594	1771525563.594	1771525563.594	1771525563.594
397	400.000	0.018	400.001	0.245	0.213	2.655	1771525563.820	1771525563.820	1771525563.820	1771525563.820	1771525563.820	1771525563.820
398	400.000	0.037	400.001	0.776	4.968	2.655	1771525564.073	1771525564.073	1771525564.073	1771525564.073	1771525564.073	1771525564.073
399	400.000	-0.017	400.002	1.988	0.715	2.655	1771525564.269	1771525564.269	1771525564.269	1771525564.269	1771525564.269	1771525564.269
400	400.000	-0.025	400.003	1.056	4.414	2.655	1771525564.504	1771525564.504	1771525564.504	1771525564.504	1771525564.504	1771525564.504
401	400.000	0.028	400.001	1.886	0.541	2.655	1771525564.688	1771525564.688	1771525564.688	1771525564.688	1771525564.688	1771525564.688
402	400.000	0.020	399.997	0.782	4.377	2.655	1771525564.885	1771525564.885	1771525564.885	1771525564.885	1771525564.885	1771525564.885
