Frequency Set (GHz)	Frequency Act (GHz)	Amplitude (via StrMod)	Phase (via StrMod)
400.000	400.002	1.230	0.161
400.000	400.001	1.187	6.008
400.000	400.001	0.967	5.493
400.000	400.001	0.628	4.913
400.000	399.999	0.586	4.097
400.000	400.002	0.529	3.192
400.000	399.999	0.654	2.512
400.000	400.000	0.649	2.061
400.000	399.998	0.719	1.804
400.000	400.000	0.776	1.488
400.000	400.002	0.977	0.944
400.000	400.001	1.046	0.494
400.000	400.000	1.195	6.256
400.000	400.002	1.106	5.785
400.000	399.998	0.801	5.263
400.000	400.000	0.555	4.349
400.000	400.003	0.597	3.511
400.000	400.002	0.600	3.052
400.000	399.997	0.633	2.227
400.000	399.997	0.679	1.968
400.000	399.997	0.614	1.660
400.000	400.000	0.866	1.284
400.000	400.002	0.990	0.763
400.000	399.999	1.195	0.184
400.000	400.000	1.219	6.095
400.000	400.004	0.975	5.567
400.000	399.999	0.723	5.065
400.000	400.002	0.495	4.393
400.000	400.000	0.469	3.570
400.000	399.997	0.579	2.974
400.000	399.999	0.622	2.313
400.000	399.998	0.667	1.904
400.000	400.000	0.796	1.468
400.000	399.997	0.849	1.066
400.000	400.000	1.065	0.670
400.000	399.999	1.221	0.252
400.000	399.997	1.186	6.099
400.000	400.002	1.077	5.800
400.000	400.000	0.896	5.400
400.000	399.998	0.526	4.618
400.000	400.000	0.601	3.757
400.000	399.999	0.510	3.125
400.000	400.002	0.672	2.458
400.000	399.999	0.640	1.944
400.000	400.003	0.755	1.651
400.000	399.997	0.803	1.324
400.000	399.998	0.945	0.903
400.000	400.000	1.099	0.527
400.000	400.004	1.323	6.060
400.000	400.000	1.047	5.707
400.000	400.000	0.906	5.382
400.000	399.999	0.509	4.810
400.000	400.001	0.516	4.036
400.000	400.000	0.570	3.233
400.000	400.001	0.601	2.700
400.000	399.999	0.695	2.116
400.000	400.001	0.790	1.674
400.000	399.999	0.797	1.349
400.000	400.001	0.957	0.954
400.000	400.000	1.116	0.414
400.000	399.999	1.185	0.117
400.000	399.999	1.161	5.942
400.000	399.999	0.945	5.492
400.000	400.003	0.712	4.900
400.000	399.999	0.498	3.925
400.000	400.001	0.614	3.231
400.000	400.000	0.635	2.607
400.000	400.000	0.676	2.309
400.000	399.999	0.735	1.829
400.000	400.000	0.753	1.496
400.000	400.003	0.945	1.160
400.000	400.000	1.109	0.635
400.000	399.998	1.136	0.216
400.000	399.998	1.160	5.847
400.000	399.999	0.928	5.383
400.000	400.002	0.622	4.753
400.000	399.998	0.494	3.875
400.000	400.002	0.626	3.186
400.000	400.002	0.610	2.592
400.000	400.000	0.612	2.213
400.000	400.000	0.799	1.858
400.000	399.996	0.794	1.510
400.000	399.999	0.816	1.216
400.000	400.002	0.990	0.745
400.000	400.000	1.153	0.371
400.000	399.998	1.236	6.247
400.000	400.002	1.143	5.936
400.000	400.002	0.854	5.543
400.000	400.002	0.560	4.725
400.000	400.000	0.496	3.815
400.000	399.998	0.573	3.182
400.000	399.997	0.672	2.592
400.000	399.995	0.668	2.187
400.000	399.997	0.737	1.852
400.000	399.999	0.841	1.527
400.000	399.999	0.917	1.116
400.000	400.000	1.092	0.600
400.000	399.999	1.214	0.251
400.000	400.003	1.169	6.150
400.000	400.000	0.958	5.874
400.000	400.002	0.659	5.142
400.000	400.001	0.446	4.414
400.000	400.001	0.689	3.425
400.000	399.998	0.661	2.686
400.000	399.999	0.738	2.392
400.000	400.000	0.827	1.791
400.000	400.002	0.758	1.435
400.000	400.005	0.973	1.080
400.000	400.003	1.072	0.587
400.000	400.002	1.181	0.207
400.000	400.001	1.128	6.010
400.000	400.000	0.942	5.571
400.000	400.000	0.739	4.942
400.000	399.997	0.552	4.212
400.000	400.002	0.468	3.180
400.000	400.001	0.655	2.488
400.000	400.001	0.777	2.062
400.000	399.998	0.760	1.814
400.000	400.000	0.879	1.353
400.000	400.001	0.965	1.026
400.000	399.999	1.096	0.554
400.000	399.999	1.211	0.157
400.000	399.999	1.143	5.993
400.000	400.002	0.937	5.636
400.000	399.998	0.783	5.030
400.000	399.998	0.556	3.772
400.000	399.998	0.611	3.066
400.000	399.997	0.741	2.608
400.000	399.998	0.809	2.169
400.000	399.999	0.693	1.884
400.000	400.000	0.791	1.346
400.000	399.998	1.076	1.014
400.000	399.998	1.090	0.583
400.000	399.997	1.110	0.247
400.000	400.001	1.206	6.113
400.000	399.998	0.962	5.727
400.000	400.001	0.653	5.190
400.000	400.001	0.489	4.258
400.000	399.999	0.538	3.297
400.000	399.999	0.659	2.734
400.000	399.998	0.736	2.185
400.000	400.002	0.753	1.872
400.000	400.000	0.850	1.430
400.000	399.999	0.899	1.086
400.000	400.000	1.006	0.698
400.000	400.000	1.148	0.258
400.000	400.003	1.179	0.017
400.000	400.000	1.015	5.653
400.000	400.000	0.752	5.241
400.000	399.998	0.463	4.212
400.000	400.000	0.591	3.165
400.000	400.000	0.693	2.680
400.000	399.997	0.718	2.189
400.000	400.002	0.731	1.840
400.000	400.000	0.780	1.390
400.000	400.001	0.856	1.149
400.000	399.998	0.995	0.744
400.000	399.998	1.194	0.310
400.000	400.000	1.207	6.175
400.000	400.000	1.036	5.739
400.000	399.997	0.856	5.317
400.000	400.000	0.562	4.738
400.000	399.999	0.563	3.939
400.000	399.998	0.624	2.906
400.000	399.999	0.721	2.449
400.000	400.001	0.726	2.031
400.000	399.999	0.812	1.511
400.000	400.000	0.903	1.131
400.000	400.001	1.016	0.730
400.000	400.000	1.110	0.404
400.000	400.001	1.151	6.223
400.000	399.996	1.112	5.788
400.000	399.993	0.780	5.335
400.000	399.999	0.712	4.874
400.000	399.998	0.499	3.829
400.000	399.998	0.608	2.685
400.000	399.998	0.681	2.421
400.000	400.001	0.785	2.009
400.000	400.001	0.806	1.701
400.000	400.002	0.804	1.267
400.000	400.001	0.983	0.895
400.000	400.001	1.131	0.454
400.000	399.999	1.167	0.025
400.000	399.997	1.192	6.062
400.000	399.999	0.955	5.464
400.000	399.997	0.692	4.890
400.000	400.001	0.600	4.086
400.000	400.000	0.570	3.243
400.000	400.000	0.660	2.654
400.000	400.001	0.723	2.154
400.000	399.998	0.785	1.662
400.000	400.000	0.849	1.269
400.000	400.001	1.060	0.855
400.000	400.000	1.071	0.372
400.000	400.001	1.225	0.022
400.000	400.000	1.102	5.918
400.000	399.998	0.886	5.487
400.000	400.001	0.723	4.910
400.000	400.002	0.623	3.866
400.000	399.998	0.674	3.036
400.000	400.000	0.678	2.423
400.000	400.000	0.763	1.796
400.000	399.999	0.757	1.406
400.000	400.001	0.964	0.987
400.000	399.997	1.071	0.550
400.000	400.005	1.132	0.183
400.000	399.999	1.132	6.031
400.000	399.999	0.994	5.611
400.000	399.998	0.819	5.235
400.000	400.000	0.548	4.686
400.000	400.000	0.520	3.881
400.000	400.000	0.710	3.062
400.000	399.999	0.665	2.485
400.000	400.001	0.742	2.193
400.000	399.997	0.826	1.679
400.000	399.999	0.881	1.350
400.000	399.999	0.994	0.898
400.000	399.997	1.059	0.592
400.000	399.999	1.146	0.044
400.000	399.998	1.198	5.886
400.000	399.997	0.963	5.608
400.000	400.001	0.711	5.143
400.000	400.000	0.572	4.205
400.000	400.000	0.522	3.432
400.000	400.003	0.640	2.676
400.000	400.001	0.659	2.263
400.000	399.999	0.739	1.595
400.000	400.001	0.861	1.213
400.000	399.996	1.025	0.858
400.000	399.998	1.170	0.542
400.000	400.000	1.214	0.108
400.000	400.000	1.104	5.973
400.000	399.998	0.947	5.536
400.000	399.997	0.757	4.908
400.000	400.004	0.632	4.179
400.000	399.997	0.517	3.568
400.000	400.000	0.671	2.673
400.000	399.999	0.718	2.169
400.000	399.999	0.757	1.817
400.000	400.000	0.881	1.349
400.000	400.001	0.992	0.997
400.000	399.999	1.112	0.513
400.000	400.000	1.199	0.181
400.000	400.001	1.132	5.981
400.000	399.998	0.993	5.652
400.000	400.002	0.728	4.951
400.000	400.000	0.474	4.264
400.000	399.999	0.520	3.350
400.000	399.999	0.666	2.673
400.000	400.000	0.778	2.180
400.000	399.999	0.720	1.865
400.000	399.996	0.855	1.391
400.000	399.999	1.000	0.963
400.000	399.999	1.059	0.581
400.000	400.001	1.203	0.187
400.000	399.998	1.074	6.029
400.000	400.003	0.906	5.687
400.000	399.997	0.717	5.055
400.000	400.001	0.506	4.302
400.000	400.003	0.562	3.584
400.000	400.000	0.569	2.796
400.000	399.998	0.696	2.246
400.000	400.002	0.679	1.946
400.000	399.999	0.785	1.358
400.000	399.996	0.913	0.927
400.000	400.002	1.132	0.482
400.000	399.999	1.173	0.109
400.000	400.003	1.200	6.075
400.000	399.998	0.839	5.513
400.000	399.999	0.620	5.139
400.000	400.003	0.532	4.250
400.000	400.002	0.470	3.312
400.000	400.003	0.640	2.845
400.000	400.001	0.707	2.282
400.000	400.000	0.693	1.836
400.000	399.998	0.883	1.178
400.000	399.998	1.036	0.767
400.000	400.002	1.179	0.465
400.000	399.998	1.276	0.174
400.000	400.003	1.161	6.016
400.000	399.999	1.040	5.650
400.000	400.001	0.887	5.183
400.000	400.002	0.582	4.518
400.000	399.997	0.545	3.651
400.000	399.998	0.578	2.981
400.000	399.997	0.678	2.357
400.000	399.997	0.691	1.953
400.000	400.002	0.750	1.472
400.000	399.998	0.884	0.998
400.000	399.999	1.048	0.711
400.000	400.004	1.256	0.343
400.000	400.001	1.259	6.217
400.000	399.999	1.093	5.740
400.000	400.000	0.828	5.331
400.000	399.997	0.692	4.790
400.000	400.000	0.570	3.930
400.000	400.001	0.578	3.170
400.000	399.999	0.805	2.529
400.000	400.002	0.670	2.267
400.000	400.000	0.752	1.664
400.000	400.003	0.761	1.352
400.000	399.999	0.929	0.920
400.000	400.001	1.147	0.523
400.000	400.000	1.221	0.162
400.000	400.000	1.206	6.101
400.000	400.001	1.143	5.721
400.000	399.999	0.840	5.260
400.000	399.999	0.566	4.726
400.000	399.996	0.502	3.942
400.000	400.004	0.447	3.428
400.000	400.000	0.620	3.097
400.000	399.997	0.623	2.691
400.000	400.002	0.695	2.032
400.000	400.002	0.777	1.678
400.000	399.998	0.920	1.110
400.000	400.000	1.155	0.533
400.000	399.998	1.224	0.007
400.000	400.001	1.149	5.801
400.000	400.002	0.886	5.238
400.000	400.001	0.592	4.520
400.000	399.999	0.569	3.612
400.000	399.998	0.616	2.880
400.000	399.999	0.703	2.339
400.000	400.000	0.707	1.928
400.000	400.000	0.781	1.565
400.000	400.000	0.907	1.043
400.000	399.997	1.181	0.492
400.000	399.997	1.275	0.177
400.000	400.003	1.173	6.084
400.000	400.000	1.014	5.573
400.000	400.002	0.685	5.324
400.000	400.004	0.595	4.532
400.000	400.001	0.456	3.676
400.000	400.001	0.675	2.982
400.000	399.999	0.776	2.256
400.000	400.001	0.772	1.873
400.000	399.999	0.814	1.409
400.000	399.997	0.893	1.101
400.000	400.000	1.049	0.679
400.000	400.000	1.199	0.182
400.000	399.998	1.209	6.163
400.000	400.003	1.016	5.651
400.000	399.999	0.839	5.256
400.000	399.998	0.631	4.395
400.000	400.001	0.543	3.724
400.000	399.999	0.551	2.933
400.000	399.999	0.710	2.408
400.000	399.998	0.713	1.976
400.000	400.000	0.848	1.486
400.000	400.000	0.919	1.158
400.000	399.998	1.041	0.643
400.000	400.002	1.159	0.229
400.000	399.998	1.286	6.172
400.000	399.999	1.052	5.700
400.000	399.998	0.772	5.313
400.000	400.000	0.556	4.507
400.000	399.999	0.530	3.567
400.000	400.001	0.628	2.975
400.000	400.000	0.686	2.308
400.000	400.003	0.754	1.843
400.000	400.001	0.779	1.477
400.000	399.999	0.970	1.159
400.000	399.998	0.994	0.741
400.000	399.998	1.212	0.350
400.000	399.998	1.220	6.242
400.000	399.999	1.082	5.806
400.000	399.998	0.888	5.254
400.000	400.000	0.714	4.611
400.000	399.998	0.569	3.903
400.000	400.002	0.563	3.084
400.000	400.004	0.686	2.578
400.000	399.999	0.769	2.129
400.000	400.000	0.801	1.598
400.000	400.001	0.925	1.297
400.000	399.999	1.035	0.754
400.000	400.003	1.125	0.378
400.000	400.002	1.227	6.132
400.000	399.998	1.035	5.706
400.000	400.002	0.759	5.143
400.000	400.002	0.529	4.332
400.000	399.999	0.482	3.522
400.000	399.999	0.678	2.797
400.000	399.999	0.798	2.342
400.000	400.000	0.710	1.868
400.000	399.998	0.955	1.533
400.000	399.999	0.863	1.190
400.000	399.998	0.995	0.831
400.000	400.001	1.224	0.379
400.000	399.999	1.272	0.039
400.000	399.999	1.190	5.994
400.000	400.003	0.960	5.429
400.000	400.000	0.772	4.943
400.000	399.999	0.511	4.299
400.000	399.997	0.594	3.528
400.000	400.001	0.595	2.840
400.000	399.998	0.739	2.382
400.000	400.000	0.780	1.810
400.000	400.001	0.857	1.240
400.000	400.000	0.979	0.839
400.000	399.996	1.110	0.361
400.000	400.000	1.322	0.056
400.000	400.000	1.149	5.972
400.000	400.001	0.875	5.449
400.000	399.999	0.616	4.900
400.000	399.999	0.499	4.116
400.000	399.999	0.627	3.200
400.000	400.000	0.694	2.683
400.000	399.999	0.795	2.054
400.000	399.999	0.770	1.720
400.000	400.000	0.942	1.317
400.000	400.001	1.024	0.907
400.000	400.000	1.158	0.533
400.000	400.000	1.164	0.030
400.000	400.003	1.180	5.917
400.000	399.999	0.864	5.503
400.000	400.000	0.704	4.902
400.000	400.003	0.449	4.264
400.000	400.000	0.619	3.405
400.000	399.998	0.628	2.807
400.000	400.000	0.676	2.162
400.000	399.998	0.702	1.781
400.000	399.997	0.817	1.430
400.000	400.000	1.050	0.904
400.000	399.997	1.136	0.435
400.000	400.004	1.234	6.270
400.000	400.002	1.075	5.843
400.000	399.998	0.835	5.216
400.000	399.999	0.509	4.402
400.000	399.999	0.489	3.824
400.000	399.999	0.561	2.925
400.000	399.999	0.633	2.511
400.000	400.000	0.670	2.003
400.000	399.999	0.809	1.539
400.000	400.000	0.948	1.206
400.000	400.001	1.028	0.745
400.000	399.998	1.108	0.347
400.000	400.001	1.243	6.262
400.000	400.002	1.037	5.860
400.000	399.998	0.797	5.450
400.000	399.996	0.718	4.737
400.000	400.001	0.523	3.866
400.000	399.999	0.577	3.399
400.000	399.999	0.592	2.458
400.000	400.000	0.700	2.117
400.000	400.002	0.735	1.562
400.000	400.001	0.900	1.182
400.000	399.997	1.026	0.709
400.000	400.001	1.246	0.314
400.000	399.998	1.200	0.002
400.000	400.002	1.093	5.889
400.000	400.001	0.802	5.312
400.000	399.999	0.646	4.249
400.000	400.000	0.490	3.538
400.000	400.001	0.595	3.058
400.000	400.002	0.611	2.671
400.000	399.997	0.733	2.039
400.000	399.999	0.755	1.644
400.000	400.000	0.903	1.245
400.000	400.001	1.008	0.795
400.000	400.002	1.147	0.437
400.000	400.002	1.246	6.249
400.000	400.000	1.089	5.828
400.000	399.999	0.885	5.308
400.000	399.999	0.665	4.812
400.000	400.000	0.526	4.192
400.000	400.002	0.493	3.379
400.000	400.000	0.673	2.792
400.000	399.999	0.711	2.257
400.000	399.999	0.721	1.977
400.000	400.002	0.835	1.328
400.000	400.001	1.034	0.971
400.000	400.002	1.030	0.502
400.000	400.002	1.182	0.151
400.000	400.000	1.196	6.130
400.000	400.001	1.026	5.685
400.000	400.001	0.837	5.276
400.000	400.000	0.537	4.924
400.000	399.999	0.487	3.519
400.000	399.996	0.598	3.005
400.000	400.004	0.705	2.512
400.000	400.001	0.655	2.105
400.000	400.000	0.861	1.511
400.000	399.997	0.808	1.168
400.000	400.000	1.063	0.719
400.000	399.998	1.024	0.242
400.000	400.002	1.167	6.178
400.000	400.002	1.063	5.827
400.000	400.002	0.978	5.335
400.000	399.998	0.750	4.937
400.000	399.999	0.577	4.074
400.000	400.000	0.472	3.321
400.000	400.002	0.659	2.748
400.000	399.998	0.775	2.253
400.000	399.997	0.727	1.701
400.000	400.000	0.825	1.235
400.000	399.999	0.917	0.814
400.000	399.999	1.121	0.334
400.000	400.002	1.192	0.069
400.000	400.003	1.186	5.987
400.000	399.999	0.987	5.496
400.000	399.999	0.653	4.956
400.000	400.001	0.514	4.289
400.000	400.001	0.541	3.597
400.000	400.001	0.584	2.926
400.000	399.997	0.674	2.402
400.000	400.002	0.761	1.786
400.000	399.998	0.716	1.477
400.000	400.003	0.862	1.017
400.000	399.998	1.054	0.731
400.000	399.999	1.167	0.207
400.000	400.000	1.102	6.069
400.000	400.005	0.939	5.541
400.000	399.999	0.815	5.102
400.000	400.002	0.600	4.679
400.000	400.000	0.476	3.767
400.000	400.000	0.579	3.185
400.000	399.999	0.630	2.662
400.000	400.000	0.718	2.167
400.000	399.998	0.737	1.733
400.000	399.998	0.901	1.194
400.000	400.001	0.949	0.771
400.000	400.001	1.122	0.357
400.000	399.999	1.188	0.064
400.000	399.997	1.116	5.965
400.000	399.999	0.928	5.475
400.000	399.996	0.678	4.895
400.000	400.001	0.527	4.028
400.000	399.999	0.595	3.420
400.000	400.001	0.574	2.672
400.000	400.002	0.687	2.138
400.000	400.000	0.724	1.719
400.000	399.999	0.895	1.220
400.000	400.000	1.033	0.736
400.000	400.001	1.144	0.423
400.000	400.000	1.201	6.262
400.000	400.005	1.104	5.803
400.000	400.001	0.861	5.295
400.000	400.001	0.636	4.616
400.000	400.004	0.526	3.742
400.000	399.997	0.668	3.182
400.000	400.000	0.640	2.468
400.000	400.000	0.661	1.992
400.000	399.998	0.809	1.571
400.000	400.002	0.906	1.093
400.000	400.001	1.055	0.691
400.000	399.998	1.210	0.254
400.000	400.002	1.214	6.215
400.000	399.999	1.036	5.852
400.000	400.000	0.845	5.361
400.000	400.001	0.608	4.791
400.000	399.998	0.515	3.859
400.000	400.002	0.567	3.215
400.000	399.999	0.702	2.481
400.000	400.002	0.680	2.144
400.000	400.002	0.805	1.633
400.000	400.002	0.994	1.112
400.000	400.002	1.118	0.732
400.000	400.000	1.240	0.324
400.000	400.002	1.263	6.148
400.000	399.998	0.994	5.760
400.000	400.001	0.836	5.250
400.000	399.999	0.606	4.733
400.000	400.000	0.402	3.849
400.000	400.001	0.569	3.039
400.000	399.999	0.643	2.563
400.000	400.001	0.706	2.035
400.000	399.999	0.795	1.552
400.000	400.002	0.940	1.076
400.000	399.997	1.082	0.661
400.000	400.000	1.282	0.275
400.000	399.997	1.130	6.037
400.000	400.005	1.002	5.597
400.000	400.002	0.802	5.098
400.000	400.000	0.593	4.430
400.000	400.001	0.652	3.664
400.000	399.996	0.648	2.993
400.000	400.002	0.688	2.439
400.000	400.005	0.662	2.046
400.000	400.000	0.838	1.524
400.000	399.999	0.977	1.035
400.000	399.999	1.053	0.683
400.000	399.999	1.175	0.325
400.000	399.998	1.209	0.097
400.000	399.998	1.060	5.913
400.000	400.002	0.945	5.402
400.000	400.000	0.606	4.809
400.000	400.003	0.520	3.914
400.000	400.000	0.546	3.234
400.000	400.000	0.657	2.505
400.000	400.001	0.707	2.116
400.000	399.998	0.716	1.754
400.000	400.001	0.865	1.256
400.000	400.003	1.160	0.734
400.000	400.001	1.232	0.388
400.000	400.002	1.183	6.198
400.000	400.001	1.033	5.720
400.000	399.996	0.869	5.186
400.000	400.002	0.582	4.522
400.000	399.999	0.492	3.879
400.000	399.997	0.541	3.021
400.000	400.003	0.624	2.374
400.000	400.000	0.747	1.896
400.000	400.000	0.802	1.393
400.000	399.998	0.944	1.018
400.000	400.002	1.168	0.683
400.000	400.001	1.308	0.246
400.000	400.001	1.198	6.023
400.000	399.999	1.049	5.733
400.000	399.997	0.800	5.138
400.000	399.999	0.611	4.592
400.000	399.999	0.462	3.873
400.000	399.999	0.630	3.182
400.000	400.002	0.701	2.627
400.000	400.002	0.697	2.110
400.000	399.997	0.680	1.609
400.000	400.003	0.883	1.138
400.000	400.004	1.111	0.678
400.000	400.002	1.214	0.266
400.000	400.000	1.166	6.104
400.000	400.001	1.040	5.646
400.000	399.999	0.757	5.266
400.000	399.999	0.541	4.583
400.000	399.995	0.514	3.663
400.000	400.002	0.651	2.982
400.000	400.001	0.654	2.452
400.000	399.998	0.665	2.019
400.000	400.001	0.804	1.585
400.000	399.999	0.831	1.149
400.000	400.000	1.127	0.603
400.000	400.001	1.289	0.230
400.000	399.997	1.167	6.168
400.000	400.000	1.056	5.691
400.000	400.001	0.768	5.260
400.000	400.002	0.656	4.572
400.000	399.998	0.589	3.839
400.000	400.001	0.542	3.121
400.000	400.001	0.653	2.664
400.000	400.000	0.640	2.192
400.000	399.999	0.696	1.523
400.000	399.997	0.863	1.219
400.000	399.998	1.049	0.796
400.000	400.000	1.211	0.413
400.000	400.002	1.272	6.257
400.000	399.997	1.007	5.857
400.000	400.000	0.824	5.343
400.000	399.999	0.600	4.661
400.000	400.001	0.494	3.844
400.000	400.000	0.559	3.077
400.000	400.000	0.538	2.474
400.000	400.001	0.695	1.722
400.000	399.999	0.823	1.292
400.000	399.998	0.977	0.878
400.000	400.001	1.148	0.495
400.000	400.002	1.241	0.173
400.000	400.002	1.211	6.064
400.000	400.001	0.940	5.673
400.000	400.002	0.606	5.027
400.000	399.999	0.536	4.207
400.000	400.001	0.631	3.493
400.000	399.999	0.623	3.012
400.000	400.003	0.665	2.413
400.000	400.001	0.646	1.880
400.000	400.001	0.815	1.465
400.000	399.998	0.942	1.104
400.000	400.003	1.123	0.718
400.000	400.003	1.171	0.287
400.000	400.002	1.270	6.222
400.000	399.999	1.065	5.799
400.000	400.000	0.865	5.397
400.000	399.998	0.606	4.717
400.000	400.004	0.543	3.977
400.000	399.999	0.587	3.194
400.000	399.998	0.684	2.728
400.000	399.998	0.728	2.132
400.000	400.001	0.950	1.325
400.000	400.002	1.085	0.929
400.000	400.004	1.216	0.654
400.000	400.000	1.222	0.201
400.000	399.999	1.179	6.089
400.000	399.997	0.995	5.633
400.000	400.003	0.795	5.103
400.000	400.002	0.627	4.352
400.000	399.999	0.504	3.633
400.000	400.003	0.660	3.051
400.000	399.998	0.671	2.539
400.000	400.002	0.693	1.906
400.000	400.005	0.835	1.449
400.000	399.996	0.838	1.123
400.000	400.000	1.064	0.862
400.000	399.996	1.270	0.479
400.000	399.997	1.285	0.043
400.000	399.999	1.128	5.840
400.000	399.998	0.872	5.487
400.000	400.004	0.691	4.794
400.000	399.997	0.522	3.894
400.000	400.000	0.570	3.172
400.000	400.002	0.612	2.849
400.000	400.001	0.690	2.254
400.000	400.000	0.728	1.801
400.000	399.998	0.960	1.018
400.000	399.998	1.020	0.711
400.000	399.997	1.263	0.455
400.000	399.999	1.328	0.040
400.000	400.000	1.154	5.927
400.000	400.000	0.954	5.539
400.000	399.998	0.640	4.986
400.000	400.005	0.521	4.216
400.000	399.999	0.581	3.416
400.000	399.998	0.723	2.847
400.000	399.997	0.657	2.337
400.000	400.002	0.706	1.808
400.000	399.999	0.898	1.307
400.000	399.998	1.023	0.899
400.000	400.000	1.162	0.360
400.000	399.999	1.286	0.051
400.000	400.002	1.151	5.876
400.000	399.998	0.866	5.599
400.000	400.004	0.597	4.878
400.000	400.001	0.458	4.258
400.000	399.996	0.625	3.453
400.000	400.000	0.732	2.688
400.000	400.000	0.613	2.348
400.000	400.001	0.745	1.848
400.000	400.001	0.817	1.294
400.000	400.001	1.194	0.677
400.000	400.001	1.249	0.319
400.000	399.999	1.270	6.106
400.000	400.000	1.036	5.647
400.000	400.001	0.671	5.066
400.000	399.999	0.493	4.447
400.000	400.002	0.554	3.475
400.000	399.998	0.665	2.976
400.000	400.002	0.635	2.435
400.000	400.002	0.715	2.037
400.000	400.001	0.786	1.384
400.000	399.999	0.968	1.057
400.000	400.000	1.188	0.579
400.000	399.995	1.289	0.273
400.000	399.999	1.252	6.066
400.000	399.997	0.973	5.701
400.000	399.997	0.696	5.026
400.000	400.001	0.490	4.492
400.000	400.001	0.615	3.535
400.000	400.000	0.566	2.846
400.000	400.003	0.733	2.428
400.000	399.999	0.784	1.966
400.000	399.999	0.840	1.452
400.000	400.004	1.056	0.995
400.000	399.998	1.186	0.445
400.000	400.000	1.226	0.047
400.000	399.998	1.022	5.768
400.000	399.999	0.776	5.328
400.000	399.996	0.550	4.584
400.000	400.000	0.455	3.834
400.000	400.001	0.613	3.052
400.000	400.000	0.680	2.728
400.000	400.001	0.725	2.320
400.000	399.998	0.816	1.810
400.000	400.001	0.793	1.477
400.000	399.998	1.052	1.053
400.000	400.001	1.231	0.523
400.000	400.001	1.202	0.033
400.000	400.004	1.073	5.901
400.000	400.001	0.770	5.326
400.000	399.999	0.563	4.425
400.000	400.000	0.482	3.759
400.000	400.000	0.561	3.025
400.000	400.001	0.737	2.645
400.000	399.999	0.730	2.184
400.000	399.998	0.908	1.636
400.000	400.000	1.043	1.184
400.000	400.003	1.121	0.744
400.000	399.997	1.291	0.401
400.000	399.997	1.262	6.282
400.000	400.003	1.045	5.750
400.000	400.001	0.685	5.212
400.000	399.996	0.548	4.567
400.000	400.003	0.535	3.580
400.000	400.001	0.593	3.183
400.000	400.001	0.656	2.609
400.000	399.999	0.785	2.151
400.000	400.002	0.816	1.753
400.000	399.999	0.943	1.307
400.000	400.000	1.101	0.954
400.000	399.999	1.210	0.602
400.000	399.999	1.324	0.179
400.000	399.999	1.185	6.188
400.000	400.000	1.067	5.762
400.000	400.003	0.694	4.949
400.000	400.005	0.591	4.331
400.000	400.000	0.496	3.515
400.000	399.998	0.635	2.986
400.000	400.002	0.667	2.581
400.000	400.000	0.688	2.112
400.000	400.000	0.845	1.528
400.000	400.000	1.013	1.120
400.000	400.000	1.148	0.735
400.000	399.999	1.168	0.367
400.000	400.000	1.287	6.247
400.000	399.999	1.142	5.940
400.000	400.003	0.786	5.277
400.000	399.998	0.551	4.705
400.000	400.000	0.469	3.770
400.000	399.998	0.688	3.053
400.000	399.995	0.686	2.782
400.000	400.000	0.742	2.044
400.000	399.999	0.754	1.676
400.000	400.001	0.943	1.249
400.000	400.003	1.099	0.718
400.000	399.995	1.224	0.322
400.000	399.999	1.273	0.026
400.000	400.000	1.094	5.855
400.000	399.995	0.729	5.260
400.000	399.999	0.527	4.654
400.000	400.000	0.453	3.726
400.000	400.000	0.566	3.073
400.000	400.001	0.698	2.498
400.000	400.000	0.788	2.259
400.000	399.998	0.744	1.709
400.000	400.003	0.940	1.237
400.000	400.000	1.143	0.713
400.000	399.999	1.280	0.347
400.000	400.002	1.216	6.155
400.000	400.003	0.953	5.481
400.000	400.003	0.677	5.138
400.000	400.000	0.554	4.221
400.000	399.998	0.437	3.449
400.000	399.999	0.569	2.893
400.000	400.000	0.733	2.476
400.000	399.999	0.647	2.039
400.000	400.003	0.761	1.663
400.000	399.999	0.916	1.220
400.000	400.002	1.030	0.833
400.000	400.000	1.254	0.406
400.000	399.998	1.225	0.042
400.000	399.998	1.140	5.794
400.000	400.000	0.838	5.446
400.000	399.999	0.576	4.580
400.000	400.000	0.448	3.874
400.000	399.997	0.598	3.240
400.000	399.999	0.672	2.751
400.000	399.997	0.688	2.126
400.000	399.999	0.781	1.771
400.000	399.999	0.914	1.191
400.000	400.000	1.139	0.836
400.000	399.997	1.214	0.339
400.000	399.997	1.286	6.170
400.000	399.996	1.073	5.565
400.000	399.999	0.556	4.826
400.000	399.999	0.559	4.066
400.000	399.998	0.552	3.354
400.000	399.999	0.576	2.791
400.000	399.998	0.691	2.418
400.000	399.997	0.776	1.870
400.000	400.005	0.924	1.201
400.000	399.997	1.043	0.896
400.000	400.001	1.319	0.522
400.000	399.999	1.303	0.013
400.000	399.998	1.178	5.894
400.000	400.001	0.823	5.418
400.000	399.998	0.611	4.804
400.000	399.999	0.499	4.091
400.000	400.002	0.584	3.347
400.000	400.001	0.665	2.666
400.000	400.004	0.737	2.213
400.000	399.999	0.739	1.802
400.000	399.998	0.822	1.358
400.000	399.998	1.023	0.927
400.000	400.005	1.282	0.515
400.000	399.998	1.293	0.110
400.000	400.002	1.043	6.073
400.000	400.000	0.812	5.501
