Point No.	Frequency Set (GHz)	THz Photocurrent (nA)	Frequency Act (GHz)	Amplitude (via StrMod)	Phase (via StrMod)	Frequency Fit	Timestamp (s)
162	400.000	0.010	399.999	0.476	6.231	2.655	1783029455.791
163	400.000	0.016	400.000	0.048	5.660	2.655	1783029456.033
164	400.000	-0.019	399.999	0.262	3.034	2.655	1783029456.291
165	400.000	-0.015	400.001	0.151	3.259	2.655	1783029456.540
166	400.000	0.017	400.000	0.079	5.604	2.655	1783029456.771
167	400.000	-0.053	400.004	0.389	6.133	2.655	1783029457.041
168	400.000	-0.037	400.002	0.192	5.198	2.655	1783029457.278
169	400.000	0.008	400.005	0.279	3.317	2.655	1783029457.547
170	400.000	-0.003	400.000	0.152	2.854	2.655	1783029457.800
171	400.000	0.010	400.004	0.188	0.616	2.655	1783029458.047
172	400.000	0.012	400.000	0.484	0.005	2.655	1783029458.289
173	400.000	0.021	400.002	0.161	6.084	2.655	1783029458.540
174	400.000	-0.036	399.996	0.223	3.125	2.655	1783029458.784
175	400.000	0.009	399.996	0.108	2.317	2.655	1783029459.019
176	400.000	0.073	399.999	0.184	6.141	2.655	1783029459.296
177	400.000	-0.022	399.999	0.407	6.062	2.655	1783029459.563
178	400.000	0.007	399.997	0.064	5.190	2.655	1783029459.804
179	400.000	-0.046	400.001	0.169	2.914	2.655	1783029460.035
180	400.000	0.033	400.002	0.086	2.062	2.655	1783029460.294
181	400.000	-0.006	400.002	0.221	6.060	2.655	1783029460.552
182	400.000	0.012	399.998	0.504	6.177	2.655	1783029460.804
183	400.000	-0.028	400.002	0.494	3.861	2.655	1783029461.057
184	400.000	0.021	399.998	0.268	3.362	2.655	1783029461.274
185	400.000	0.018	400.000	0.185	2.110	2.655	1783029461.557
186	400.000	-0.012	400.003	0.373	0.221	2.655	1783029461.783
187	400.000	0.035	399.997	0.497	6.115	2.655	1783029462.049
188	400.000	-0.018	400.004	0.073	3.028	2.655	1783029462.294
189	400.000	0.023	400.000	0.173	2.864	2.655	1783029462.558
190	400.000	0.009	399.999	0.063	2.224	2.655	1783029462.814
191	400.000	0.039	400.003	0.289	5.666	2.655	1783029463.052
192	400.000	-0.027	399.998	0.464	0.162	2.655	1783029463.299
193	400.000	0.044	400.001	0.082	1.092	2.655	1783029463.526
194	400.000	0.020	400.001	0.236	3.216	2.655	1783029463.806
195	400.000	0.028	399.999	0.022	0.874	2.655	1783029464.027
196	400.000	-0.027	400.000	0.364	6.259	2.655	1783029464.294
197	400.000	-0.059	399.998	0.411	0.291	2.655	1783029464.539
