Point No.	Frequency Set (GHz)	THz Photocurrent (nA)	Frequency Act (GHz)	Amplitude (via StrMod)	Phase (via StrMod)	Frequency Fit	Timestamp (s)
249	100.000	0.046	99.998	4.539	4.583	0.664	1783023382.497
250	100.000	-0.028	100.002	5.874	5.109	0.664	1783023382.734
251	100.000	-0.015	100.000	7.272	5.408	0.664	1783023383.005
252	100.000	-0.058	99.998	7.866	5.670	0.664	1783023383.255
253	100.000	0.039	100.003	7.431	5.855	0.664	1783023383.513
254	100.000	-0.023	99.997	6.065	6.191	0.664	1783023383.762
255	100.000	0.026	100.000	4.490	0.343	0.664	1783023383.972
256	100.000	-0.015	99.999	4.033	1.202	0.664	1783023384.249
257	100.000	-0.012	100.004	5.242	1.980	0.664	1783023384.510
258	100.000	0.019	100.000	7.475	2.314	0.664	1783023384.758
259	100.000	-0.011	99.999	8.484	2.489	0.664	1783023384.975
260	100.000	0.019	99.998	8.140	2.581	0.664	1783023385.247
261	100.000	0.018	99.999	6.906	2.845	0.664	1783023385.497
262	100.000	-0.002	100.002	5.242	3.336	0.664	1783023385.757
263	100.000	0.004	99.999	4.285	4.085	0.664	1783023386.009
264	100.000	0.017	99.999	5.043	4.772	0.664	1783023386.236
265	100.000	-0.015	99.999	6.323	5.118	0.664	1783023386.502
266	100.000	-0.016	100.000	7.349	5.417	0.664	1783023386.749
267	100.000	-0.002	99.997	7.647	5.630	0.664	1783023386.997
268	100.000	0.028	100.002	6.671	5.898	0.664	1783023387.234
269	100.000	0.016	100.003	5.483	6.181	0.664	1783023387.494
270	100.000	-0.018	100.002	3.962	0.550	0.664	1783023387.749
271	100.000	-0.061	100.001	4.251	1.503	0.664	1783023388.017
272	100.000	-0.052	99.996	6.304	2.083	0.664	1783023388.269
273	100.000	-0.030	99.994	7.860	2.390	0.664	1783023388.554
274	100.000	-0.022	100.001	8.505	2.634	0.664	1783023388.797
275	100.000	-0.023	99.999	7.815	2.765	0.664	1783023389.056
276	100.000	-0.021	100.001	6.108	3.098	0.664	1783023389.315
277	100.000	-0.032	100.000	4.273	3.586	0.664	1783023389.555
278	100.000	-0.009	100.002	3.765	4.438	0.664	1783023389.790
279	100.000	0.010	99.997	5.193	5.056	0.664	1783023390.035
280	100.000	0.024	100.000	6.777	5.315	0.664	1783023390.312
281	100.000	-0.006	100.000	7.758	5.590	0.664	1783023390.563
282	100.000	-0.010	99.996	7.516	5.864	0.664	1783023390.791
283	100.000	0.005	100.002	6.224	6.145	0.664	1783023391.066
284	100.000	-0.064	99.999	4.733	0.310	0.664	1783023391.333
285	100.000	-0.048	100.003	4.067	1.230	0.664	1783023391.621
286	100.000	0.008	100.001	5.657	1.880	0.664	1783023391.880
287	100.000	0.048	99.998	7.607	2.245	0.664	1783023392.106
288	100.000	-0.015	99.998	8.307	2.445	0.664	1783023392.367
289	100.000	-0.014	100.001	8.241	2.588	0.664	1783023392.642
290	100.000	-0.003	99.998	6.605	2.886	0.664	1783023392.886
291	100.000	-0.002	99.998	4.784	3.375	0.664	1783023393.129
292	100.000	0.015	100.003	3.922	4.080	0.664	1783023393.351
293	100.000	0.012	99.999	5.050	4.775	0.664	1783023393.645
294	100.000	0.019	100.000	6.827	5.258	0.664	1783023393.951
295	100.000	0.015	99.998	7.927	5.555	0.664	1783023394.210
296	100.000	-0.021	100.001	7.659	5.792	0.664	1783023394.475
297	100.000	-0.041	99.997	6.215	6.111	0.664	1783023394.752
298	100.000	-0.000	99.999	3.951	0.360	0.664	1783023395.008
299	100.000	-0.004	100.003	3.377	1.224	0.664	1783023395.248
300	100.000	-0.019	99.997	5.233	1.964	0.664	1783023395.546
301	100.000	0.021	100.004	7.229	2.374	0.664	1783023395.776
302	100.000	-0.013	100.000	8.126	2.477	0.664	1783023396.040
303	100.000	0.020	100.002	8.049	2.777	0.664	1783023396.273
304	100.000	-0.027	100.005	7.154	3.050	0.664	1783023396.534
305	100.000	0.017	99.999	5.238	3.405	0.664	1783023396.784
306	100.000	0.001	100.002	4.652	4.206	0.664	1783023397.033
307	100.000	0.000	100.002	5.109	4.846	0.664	1783023397.293
308	100.000	-0.011	99.999	6.710	5.247	0.664	1783023397.520
309	100.000	0.014	99.996	7.484	5.441	0.664	1783023397.789
310	100.000	0.012	99.999	7.738	5.643	0.664	1783023398.017
311	100.000	-0.000	100.003	7.038	5.851	0.664	1783023398.283
312	100.000	0.018	99.999	5.635	6.232	0.664	1783023398.531
313	100.000	0.048	100.003	4.098	0.443	0.664	1783023398.791
314	100.000	-0.069	100.000	4.080	1.435	0.664	1783023399.022
315	100.000	0.027	99.999	5.832	2.000	0.664	1783023399.267
316	100.000	-0.065	99.999	7.349	2.287	0.664	1783023399.527
317	100.000	0.038	100.002	8.281	2.508	0.664	1783023399.760
318	100.000	-0.047	100.002	8.055	2.756	0.664	1783023400.035
319	100.000	0.041	100.001	6.459	2.994	0.664	1783023400.283
320	100.000	-0.035	100.000	4.683	3.485	0.664	1783023400.541
321	100.000	0.005	100.000	4.367	4.328	0.664	1783023400.791
322	100.000	0.013	100.002	5.292	4.870	0.664	1783023401.022
323	100.000	0.031	100.004	6.716	5.266	0.664	1783023401.273
324	100.000	-0.002	100.003	7.860	5.456	0.664	1783023401.556
325	100.000	0.025	99.999	7.482	5.689	0.664	1783023401.798
326	100.000	0.006	100.001	6.303	5.962	0.664	1783023402.053
327	100.000	0.003	100.002	4.474	0.148	0.664	1783023402.319
328	100.000	0.028	100.000	3.451	0.974	0.664	1783023402.539
329	100.000	0.040	100.002	4.797	1.883	0.664	1783023402.804
330	100.000	0.027	100.002	6.748	2.230	0.664	1783023403.055
331	100.000	-0.033	100.000	8.233	2.443	0.664	1783023403.313
332	100.000	-0.046	99.998	8.123	2.660	0.664	1783023403.550
333	100.000	-0.033	100.002	7.156	2.841	0.664	1783023403.798
334	100.000	-0.001	100.001	5.201	3.156	0.664	1783023404.079
335	100.000	-0.028	100.001	4.096	3.944	0.664	1783023404.366
336	100.000	-0.025	100.005	4.910	4.785	0.664	1783023404.629
337	100.000	0.004	99.998	6.412	5.216	0.664	1783023404.871
