Point No.	Frequency Set (GHz)	THz Photocurrent (nA)	Frequency Act (GHz)	Amplitude (via StrMod)	Phase (via StrMod)	Frequency Fit	Timestamp (s)
209	300.000	0.004	299.996	0.103	5.122	1.991	1783021609.228
210	300.000	0.037	300.000	0.101	6.114	1.991	1783021609.470
211	300.000	-0.059	299.999	0.095	0.372	1.991	1783021609.721
212	300.000	-0.011	300.002	0.050	5.246	1.991	1783021609.992
213	300.000	0.045	300.003	0.063	4.869	1.991	1783021610.227
214	300.000	-0.017	300.003	0.066	4.339	1.991	1783021610.502
215	300.000	-0.011	300.004	0.095	5.181	1.991	1783021610.739
216	300.000	-0.005	299.997	0.128	5.517	1.991	1783021610.951
217	300.000	0.008	300.001	0.053	5.344	1.991	1783021611.245
218	300.000	-0.012	300.000	0.025	4.781	1.991	1783021611.464
219	300.000	-0.022	300.000	0.009	0.163	1.991	1783021611.733
220	300.000	-0.039	299.998	0.045	4.556	1.991	1783021611.986
221	300.000	0.007	299.997	0.135	5.636	1.991	1783021612.216
222	300.000	-0.024	300.001	0.090	4.409	1.991	1783021612.490
223	300.000	0.024	300.000	0.027	0.485	1.991	1783021612.750
224	300.000	-0.045	299.998	0.083	5.350	1.991	1783021613.009
225	300.000	0.036	300.000	0.077	0.708	1.991	1783021613.230
226	300.000	0.010	300.001	0.032	2.301	1.991	1783021613.526
227	300.000	-0.031	300.003	0.195	4.410	1.991	1783021613.753
228	300.000	-0.041	299.999	0.031	0.265	1.991	1783021613.987
229	300.000	0.005	299.998	0.058	0.089	1.991	1783021614.239
230	300.000	0.018	300.003	0.214	0.398	1.991	1783021614.502
231	300.000	-0.035	300.000	0.052	2.247	1.991	1783021614.749
232	300.000	-0.034	300.000	0.058	6.185	1.991	1783021614.964
233	300.000	-0.021	299.998	0.029	3.973	1.991	1783021615.255
234	300.000	-0.038	299.999	0.079	0.143	1.991	1783021615.479
235	300.000	0.029	299.998	0.047	5.253	1.991	1783021615.754
236	300.000	0.019	300.002	0.034	6.139	1.991	1783021616.008
237	300.000	-0.020	300.000	0.115	4.662	1.991	1783021616.237
238	300.000	-0.000	300.002	0.156	0.220	1.991	1783021616.489
239	300.000	0.017	299.998	0.043	1.527	1.991	1783021616.741
240	300.000	-0.036	300.000	0.135	0.506	1.991	1783021617.040
241	300.000	-0.002	300.003	0.046	6.258	1.991	1783021617.338
242	300.000	-0.060	299.999	0.030	5.337	1.991	1783021617.559
243	300.000	-0.064	300.000	0.100	5.637	1.991	1783021617.826
244	300.000	0.056	300.000	0.017	5.639	1.991	1783021618.068
245	300.000	0.006	300.000	0.105	5.787	1.991	1783021618.347
246	300.000	-0.024	299.998	0.081	0.611	1.991	1783021618.619
247	300.000	0.002	299.999	0.146	4.676	1.991	1783021618.875
248	300.000	-0.008	300.000	0.193	0.944	1.991	1783021619.112
249	300.000	-0.025	299.996	0.071	5.847	1.991	1783021619.393
250	300.000	-0.036	300.000	0.104	1.671	1.991	1783021619.652
251	300.000	0.009	300.004	0.177	0.170	1.991	1783021619.887
252	300.000	0.002	300.000	0.093	0.917	1.991	1783021620.136
253	300.000	-0.019	300.000	0.317	0.765	1.991	1783021620.365
254	300.000	0.023	300.002	0.024	0.156	1.991	1783021620.640
255	300.000	-0.015	300.000	0.019	0.626	1.991	1783021620.870
256	300.000	0.008	299.997	0.075	0.147	1.991	1783021621.135
257	300.000	-0.009	300.002	0.104	0.927	1.991	1783021621.382
258	300.000	0.020	300.002	0.018	1.169	1.991	1783021621.636
259	300.000	0.014	300.001	0.034	5.852	1.991	1783021621.897
260	300.000	0.030	300.002	0.126	1.535	1.991	1783021622.150
261	300.000	0.024	300.001	0.077	1.170	1.991	1783021622.397
262	300.000	-0.075	300.000	0.160	1.804	1.991	1783021622.623
263	300.000	0.030	300.000	0.143	1.091	1.991	1783021622.900
264	300.000	0.053	300.002	0.071	0.470	1.991	1783021623.127
265	300.000	0.012	299.996	0.063	1.656	1.991	1783021623.391
266	300.000	-0.017	299.999	0.184	1.756	1.991	1783021623.642
267	300.000	0.050	299.999	0.040	1.880	1.991	1783021623.901
268	300.000	0.030	300.004	0.165	0.546	1.991	1783021624.140
269	300.000	-0.018	300.002	0.056	1.474	1.991	1783021624.398
270	300.000	0.037	300.000	0.209	1.428	1.991	1783021624.639
271	300.000	0.013	299.997	0.105	1.378	1.991	1783021624.885
272	300.000	0.055	299.999	0.170	1.639	1.991	1783021625.140
273	300.000	-0.034	300.002	0.131	0.703	1.991	1783021625.369
274	300.000	-0.028	299.998	0.086	5.945	1.991	1783021625.645
275	300.000	-0.004	300.000	0.058	3.278	1.991	1783021625.890
276	300.000	-0.006	299.999	0.070	2.984	1.991	1783021626.140
277	300.000	0.007	300.001	0.066	0.896	1.991	1783021626.382
278	300.000	-0.011	299.999	0.066	1.040	1.991	1783021626.629
279	300.000	-0.007	299.998	0.133	1.579	1.991	1783021626.897
280	300.000	0.026	299.999	0.111	1.014	1.991	1783021627.124
281	300.000	0.013	299.999	0.023	5.929	1.991	1783021627.386
282	300.000	0.047	299.999	0.068	0.953	1.991	1783021627.639
283	300.000	0.014	300.000	0.073	2.609	1.991	1783021627.873
284	300.000	-0.007	299.999	0.163	1.528	1.991	1783021628.138
285	300.000	-0.013	300.001	0.077	2.503	1.991	1783021628.380
286	300.000	-0.021	300.000	0.125	1.297	1.991	1783021628.630
287	300.000	0.054	299.998	0.055	1.490	1.991	1783021628.878
288	300.000	0.021	299.997	0.114	1.852	1.991	1783021629.159
289	300.000	0.024	300.001	0.098	1.066	1.991	1783021629.390
290	300.000	0.040	299.998	0.088	3.127	1.991	1783021629.653
291	300.000	-0.001	300.003	0.054	5.710	1.991	1783021629.900
292	300.000	-0.010	300.001	0.121	3.167	1.991	1783021630.143
293	300.000	0.005	300.000	0.167	0.865	1.991	1783021630.402
294	300.000	-0.023	300.001	0.072	2.892	1.991	1783021630.672
295	300.000	-0.001	300.002	0.131	0.931	1.991	1783021630.915
296	300.000	0.056	300.000	0.130	1.405	1.991	1783021631.139
297	300.000	-0.030	299.999	0.153	1.142	1.991	1783021631.413
298	300.000	0.013	300.003	0.102	0.971	1.991	1783021631.646
299	300.000	0.032	300.001	0.040	1.987	1.991	1783021631.909
300	300.000	0.044	300.000	0.013	0.308	1.991	1783021632.158
301	300.000	-0.068	300.002	0.055	1.117	1.991	1783021632.424
