Point No.	Frequency Set (GHz)	THz Photocurrent (nA)	Frequency Act (GHz)	Amplitude (via StrMod)	Phase (via StrMod)	Frequency Fit	Timestamp (s)
231	300.000	-0.004	300.000	0.667	4.586	1.991	1783027890.767
232	300.000	-0.018	299.997	0.985	3.107	1.991	1783027891.000
233	300.000	-0.030	300.000	0.582	2.295	1.991	1783027891.289
234	300.000	-0.023	300.002	0.821	0.239	1.991	1783027891.542
235	300.000	-0.015	299.998	0.971	5.986	1.991	1783027891.793
236	300.000	-0.058	300.000	0.650	4.369	1.991	1783027892.030
237	300.000	-0.045	299.998	0.986	2.986	1.991	1783027892.259
238	300.000	-0.037	299.997	0.645	2.203	1.991	1783027892.516
239	300.000	0.007	299.997	0.811	0.265	1.991	1783027892.769
240	300.000	-0.007	300.003	1.145	5.902	1.991	1783027893.029
241	300.000	-0.005	300.000	0.799	4.214	1.991	1783027893.260
242	300.000	0.039	300.001	0.970	3.058	1.991	1783027893.534
243	300.000	-0.019	299.999	0.561	2.146	1.991	1783027893.779
244	300.000	0.013	300.000	0.739	0.255	1.991	1783027894.019
245	300.000	0.009	299.999	0.976	5.893	1.991	1783027894.275
246	300.000	0.020	300.000	0.722	4.296	1.991	1783027894.504
247	300.000	-0.019	300.002	1.006	3.027	1.991	1783027894.792
248	300.000	0.041	300.002	0.472	1.992	1.991	1783027895.011
249	300.000	0.018	299.996	0.918	0.386	1.991	1783027895.281
250	300.000	0.009	300.000	1.084	5.743	1.991	1783027895.530
251	300.000	0.052	300.000	0.714	4.074	1.991	1783027895.792
252	300.000	0.049	300.001	1.083	3.011	1.991	1783027896.021
253	300.000	0.030	299.997	0.453	2.242	1.991	1783027896.267
254	300.000	0.032	299.999	0.855	0.225	1.991	1783027896.528
255	300.000	-0.001	300.001	0.995	5.751	1.991	1783027896.779
256	300.000	0.023	300.002	0.723	4.196	1.991	1783027897.050
257	300.000	0.022	300.002	1.055	2.873	1.991	1783027897.308
258	300.000	0.004	300.001	0.420	2.002	1.991	1783027897.543
259	300.000	0.009	299.999	0.962	0.275	1.991	1783027897.797
260	300.000	0.003	300.001	0.877	5.701	1.991	1783027898.024
261	300.000	0.008	300.000	0.668	4.145	1.991	1783027898.291
262	300.000	-0.014	300.000	1.060	2.947	1.991	1783027898.526
263	300.000	-0.000	299.998	0.419	1.871	1.991	1783027898.806
264	300.000	0.051	299.998	1.010	0.125	1.991	1783027899.030
265	300.000	0.012	300.000	0.975	5.617	1.991	1783027899.302
266	300.000	-0.024	300.002	0.868	4.010	1.991	1783027899.530
267	300.000	0.034	300.000	1.072	2.931	1.991	1783027899.801
268	300.000	-0.034	299.998	0.301	1.843	1.991	1783027900.046
269	300.000	-0.034	300.001	0.876	0.262	1.991	1783027900.310
270	300.000	0.017	300.000	0.979	5.659	1.991	1783027900.561
271	300.000	-0.001	299.998	0.833	3.940	1.991	1783027900.785
272	300.000	0.016	299.999	1.029	2.861	1.991	1783027901.042
273	300.000	-0.009	300.001	0.524	1.746	1.991	1783027901.293
274	300.000	-0.050	300.000	0.851	0.308	1.991	1783027901.533
275	300.000	0.069	300.002	0.977	5.714	1.991	1783027901.787
276	300.000	0.010	299.996	0.828	4.005	1.991	1783027902.051
277	300.000	0.038	300.004	1.058	3.012	1.991	1783027902.300
278	300.000	0.021	300.000	0.349	1.618	1.991	1783027902.530
279	300.000	0.004	300.000	0.912	0.221	1.991	1783027902.785
280	300.000	0.006	300.000	1.022	5.665	1.991	1783027903.016
281	300.000	-0.016	300.001	0.665	4.160	1.991	1783027903.279
282	300.000	0.002	300.002	1.070	2.901	1.991	1783027903.531
283	300.000	-0.006	300.000	0.459	1.800	1.991	1783027903.794
284	300.000	0.019	300.005	1.013	0.282	1.991	1783027904.050
285	300.000	0.003	300.000	0.939	5.658	1.991	1783027904.272
286	300.000	-0.006	300.002	0.661	3.864	1.991	1783027904.544
287	300.000	-0.004	300.002	0.910	2.932	1.991	1783027904.778
288	300.000	-0.018	300.000	0.390	1.768	1.991	1783027905.030
289	300.000	-0.031	299.999	0.759	0.217	1.991	1783027905.274
290	300.000	0.046	299.998	0.967	5.787	1.991	1783027905.564
291	300.000	-0.016	300.001	0.824	3.779	1.991	1783027905.805
292	300.000	0.006	300.000	1.021	2.864	1.991	1783027906.051
293	300.000	0.006	300.003	0.371	1.587	1.991	1783027906.304
294	300.000	0.032	300.000	1.023	0.204	1.991	1783027906.553
295	300.000	-0.039	300.003	0.863	5.544	1.991	1783027906.818
296	300.000	0.000	300.003	0.862	3.518	1.991	1783027907.078
297	300.000	-0.026	300.011	0.959	2.617	1.991	1783027907.320
298	300.000	0.034	300.002	0.514	1.240	1.991	1783027907.550
299	300.000	0.002	300.001	1.007	0.255	1.991	1783027907.774
300	300.000	0.009	299.998	0.997	5.592	1.991	1783027908.031
301	300.000	0.024	300.000	0.835	3.799	1.991	1783027908.245
