Point No.	Frequency Set (GHz)	THz Photocurrent (nA)	Frequency Act (GHz)	Amplitude (via StrMod)	Phase (via StrMod)	Frequency Fit	Timestamp (s)
356	300.000	0.003	300.002	0.832	6.051	1.991	1783021005.881
357	300.000	-0.039	299.999	0.814	0.818	1.991	1783021006.147
358	300.000	-0.010	300.000	1.047	1.968	1.991	1783021006.397
359	300.000	-0.042	300.003	0.722	3.128	1.991	1783021006.625
360	300.000	0.036	299.998	0.540	4.665	1.991	1783021006.878
361	300.000	-0.014	299.998	0.743	0.072	1.991	1783021007.151
362	300.000	-0.015	300.000	1.022	1.181	1.991	1783021007.410
363	300.000	-0.006	300.001	0.976	2.406	1.991	1783021007.669
364	300.000	0.018	299.997	0.633	3.729	1.991	1783021007.912
365	300.000	-0.019	299.997	0.590	5.369	1.991	1783021008.160
366	300.000	-0.004	299.998	0.953	0.397	1.991	1783021008.413
367	300.000	-0.001	299.997	0.821	1.436	1.991	1783021008.663
368	300.000	0.035	300.003	0.888	2.462	1.991	1783021008.912
369	300.000	-0.039	300.002	0.722	3.703	1.991	1783021009.157
370	300.000	0.037	300.001	0.617	5.213	1.991	1783021009.396
371	300.000	0.016	300.001	0.790	0.333	1.991	1783021009.650
372	300.000	0.013	299.997	1.013	1.305	1.991	1783021009.889
373	300.000	-0.041	299.998	0.816	2.489	1.991	1783021010.148
374	300.000	0.039	299.999	0.755	3.631	1.991	1783021010.394
375	300.000	0.019	300.000	0.685	5.266	1.991	1783021010.665
376	300.000	0.031	299.997	0.666	0.213	1.991	1783021010.905
377	300.000	0.005	299.999	0.943	1.411	1.991	1783021011.137
378	300.000	-0.076	299.997	0.757	2.647	1.991	1783021011.409
379	300.000	-0.010	300.001	0.747	3.746	1.991	1783021011.636
380	300.000	0.007	300.005	0.741	5.192	1.991	1783021011.903
381	300.000	0.020	300.001	0.762	0.112	1.991	1783021012.134
382	300.000	0.011	300.000	0.764	1.446	1.991	1783021012.392
383	300.000	0.040	300.001	0.850	2.619	1.991	1783021012.643
384	300.000	-0.033	300.001	0.758	3.933	1.991	1783021012.916
385	300.000	-0.053	299.999	0.757	5.371	1.991	1783021013.152
386	300.000	0.058	300.003	0.703	0.205	1.991	1783021013.373
387	300.000	-0.029	299.999	0.809	1.368	1.991	1783021013.667
388	300.000	-0.032	299.999	0.865	2.668	1.991	1783021013.884
389	300.000	0.006	299.999	0.690	3.990	1.991	1783021014.143
390	300.000	-0.034	299.999	0.585	5.567	1.991	1783021014.418
391	300.000	0.014	300.000	0.931	0.587	1.991	1783021014.710
392	300.000	-0.015	300.001	0.896	1.727	1.991	1783021014.938
393	300.000	0.002	299.998	0.863	2.871	1.991	1783021015.201
394	300.000	0.004	299.998	0.523	4.310	1.991	1783021015.431
395	300.000	-0.044	300.000	0.675	5.515	1.991	1783021015.694
396	300.000	0.033	299.998	0.934	0.584	1.991	1783021015.946
397	300.000	-0.002	300.002	0.903	1.631	1.991	1783021016.167
398	300.000	-0.007	299.999	0.783	2.827	1.991	1783021016.446
399	300.000	-0.027	300.004	0.737	4.241	1.991	1783021016.667
400	300.000	0.019	299.999	0.775	5.443	1.991	1783021016.945
401	300.000	0.024	299.999	0.752	0.619	1.991	1783021017.172
402	300.000	0.045	300.002	1.000	1.666	1.991	1783021017.433
403	300.000	-0.015	300.000	0.805	2.788	1.991	1783021017.684
404	300.000	0.048	300.002	0.738	4.330	1.991	1783021017.944
405	300.000	-0.001	299.997	0.773	5.720	1.991	1783021018.201
