Point No.	Frequency Set (GHz)	THz Photocurrent (nA)	Frequency Act (GHz)	Amplitude (via StrMod)	Phase (via StrMod)	Frequency Fit	Timestamp (s)
204	100.000	-0.425	100.000	0.000	0.000	0.000	1783093080.716
205	100.000	-1.132	99.999	0.000	0.000	0.000	1783093080.923
206	100.000	2.822	100.001	0.000	0.000	0.000	1783093081.104
207	100.000	1.974	99.999	0.000	0.000	0.000	1783093081.297
208	100.000	-1.428	100.003	0.000	0.000	0.000	1783093081.471
209	100.000	-0.316	99.998	0.000	0.000	0.000	1783093081.591
210	100.000	-0.414	100.001	0.000	0.000	0.000	1783093081.719
211	100.000	-0.276	99.998	0.000	0.000	0.000	1783093081.850
212	100.000	1.108	100.000	0.000	0.000	0.000	1783093081.982
213	100.000	1.243	99.999	0.000	0.000	0.000	1783093082.166
214	100.000	-0.573	100.000	0.000	0.000	0.000	1783093082.341
215	100.000	-0.144	100.001	0.000	0.000	0.000	1783093082.490
216	100.000	-0.193	100.003	0.000	0.000	0.000	1783093082.678
217	100.000	1.666	99.996	0.000	0.000	0.000	1783093082.857
218	100.000	1.684	100.001	0.000	0.000	0.000	1783093083.033
219	100.000	0.410	100.000	0.000	0.000	0.000	1783093083.166
220	100.000	0.698	100.001	0.000	0.000	0.000	1783093083.356
221	100.000	-0.253	99.997	0.000	0.000	0.000	1783093083.542
222	100.000	1.348	100.002	0.000	0.000	0.000	1783093083.717
223	100.000	2.760	99.999	0.000	0.000	0.000	1783093083.839
224	100.000	2.746	100.003	0.000	0.000	0.000	1783093084.043
225	100.000	1.790	99.999	0.000	0.000	0.000	1783093084.227
226	100.000	-0.651	100.004	0.000	0.000	0.000	1783093084.416
227	100.000	1.003	100.004	0.000	0.000	0.000	1783093084.592
228	100.000	2.158	99.997	0.000	0.000	0.000	1783093084.713
229	100.000	1.477	100.000	0.000	0.000	0.000	1783093084.922
230	100.000	0.600	100.000	0.000	0.000	0.000	1783093085.110
231	100.000	-1.541	99.998	0.000	0.000	0.000	1783093085.280
232	100.000	-1.240	99.999	0.000	0.000	0.000	1783093085.412
233	100.000	-1.559	99.998	0.000	0.000	0.000	1783093085.597
234	100.000	1.551	99.998	0.000	0.000	0.000	1783093085.795
235	100.000	1.880	100.004	0.000	0.000	0.000	1783093085.977
236	100.000	-1.042	99.999	0.000	0.000	0.000	1783093086.095
237	100.000	1.236	99.999	0.000	0.000	0.000	1783093086.215
238	100.000	2.369	99.998	0.000	0.000	0.000	1783093086.343
239	100.000	1.896	99.995	0.000	0.000	0.000	1783093086.464
240	100.000	0.727	100.001	0.000	0.000	0.000	1783093086.669
241	100.000	2.361	100.002	0.000	0.000	0.000	1783093086.853
242	100.000	-0.659	100.002	0.000	0.000	0.000	1783093087.030
243	100.000	-1.528	100.002	0.000	0.000	0.000	1783093087.215
244	100.000	1.267	100.001	0.000	0.000	0.000	1783093087.359
245	100.000	1.423	99.997	0.000	0.000	0.000	1783093087.538
246	100.000	2.336	99.997	0.000	0.000	0.000	1783093087.722
247	100.000	-0.039	100.002	0.000	0.000	0.000	1783093087.849
248	100.000	0.232	99.998	0.000	0.000	0.000	1783093088.053
249	100.000	-2.027	99.999	0.000	0.000	0.000	1783093088.228
250	100.000	0.017	99.999	0.000	0.000	0.000	1783093088.412
251	100.000	2.571	100.001	0.000	0.000	0.000	1783093088.588
252	100.000	1.209	100.004	0.000	0.000	0.000	1783093088.730
253	100.000	0.899	100.001	0.000	0.000	0.000	1783093088.919
254	100.000	-1.509	99.999	0.000	0.000	0.000	1783093089.097
255	100.000	-1.408	100.001	0.000	0.000	0.000	1783093089.216
256	100.000	-1.857	100.002	0.000	0.000	0.000	1783093089.346
257	100.000	-0.557	99.994	0.000	0.000	0.000	1783093089.467
258	100.000	1.821	100.001	0.000	0.000	0.000	1783093089.616
259	100.000	1.563	100.001	0.000	0.000	0.000	1783093089.795
260	100.000	-1.824	99.999	0.000	0.000	0.000	1783093089.982
261	100.000	-1.886	100.000	0.000	0.000	0.000	1783093090.152
262	100.000	0.981	99.999	0.000	0.000	0.000	1783093090.290
263	100.000	1.146	99.997	0.000	0.000	0.000	1783093090.483
264	100.000	-2.461	100.001	0.000	0.000	0.000	1783093090.667
265	100.000	-1.166	100.000	0.000	0.000	0.000	1783093090.791
266	100.000	-1.294	100.004	0.000	0.000	0.000	1783093090.915
267	100.000	-0.916	99.999	0.000	0.000	0.000	1783093091.038
268	100.000	-1.710	100.002	0.000	0.000	0.000	1783093091.178
269	100.000	-1.124	100.004	0.000	0.000	0.000	1783093091.367
270	100.000	-1.867	100.002	0.000	0.000	0.000	1783093091.550
271	100.000	-1.435	99.998	0.000	0.000	0.000	1783093091.727
272	100.000	-2.092	100.004	0.000	0.000	0.000	1783093091.865
273	100.000	-0.730	100.001	0.000	0.000	0.000	1783093092.057
274	100.000	-0.732	100.001	0.000	0.000	0.000	1783093092.234
275	100.000	-1.430	99.997	0.000	0.000	0.000	1783093092.378
276	100.000	-1.316	100.001	0.000	0.000	0.000	1783093092.556
277	100.000	-1.783	100.003	0.000	0.000	0.000	1783093092.748
278	100.000	-3.983	99.999	0.000	0.000	0.000	1783093092.868
279	100.000	-5.289	100.006	0.000	0.000	0.000	1783093093.066
280	100.000	-4.151	99.997	0.000	0.000	0.000	1783093093.275
281	100.000	-0.990	99.997	0.000	0.000	0.000	1783093093.454
282	100.000	2.594	100.005	0.000	0.000	0.000	1783093093.634
283	100.000	5.081	99.999	0.000	0.000	0.000	1783093093.821
284	100.000	4.492	99.995	0.000	0.000	0.000	1783093093.967
285	100.000	1.337	100.003	0.000	0.000	0.000	1783093094.087
286	100.000	-2.002	99.999	0.000	0.000	0.000	1783093094.260
287	100.000	-5.553	99.995	0.000	0.000	0.000	1783093094.400
288	100.000	-5.225	100.000	0.000	0.000	0.000	1783093094.527
289	100.000	-4.561	99.999	0.000	0.000	0.000	1783093094.711
